GNLinkerId,GameId,NumPlayerId
1,10,1
2,20,1
3,30,1
4,40,1
5,50,1
6,50,1
7,60,1
8,70,1
9,70,1
10,70,1
11,80,1
12,80,1
13,130,1
14,220,1
15,220,1
16,220,1
17,220,1
18,240,1
19,240,1
20,240,1
21,240,1
22,280,1
23,300,1
24,300,1
25,300,1
26,300,1
27,320,1
28,340,1
29,360,1
30,380,1
31,380,1
32,380,1
33,380,1
34,400,1
35,400,1
36,420,1
37,420,1
38,420,1
39,420,1
40,440,1
41,440,1
42,440,1
43,440,1
44,440,1
45,500,1
46,500,1
47,500,1
48,500,1
49,500,1
50,500,1
51,550,1
52,550,1
53,550,1
54,550,1
55,550,1
56,550,1
57,550,1
58,570,1
59,570,1
60,570,1
61,570,1
62,620,1
63,620,1
64,620,1
65,620,1
66,620,1
67,620,1
68,630,1
69,630,1
70,630,1
71,630,1
72,730,1
73,730,1
74,730,1
75,730,1
76,730,1
77,1002,1
78,1200,1
79,1200,1
80,1250,1
81,1250,1
82,1250,1
83,1250,1
84,1250,1
85,1250,1
86,1300,1
87,1300,1
88,1500,1
89,1510,1
90,1520,1
91,1530,1
92,1530,1
93,1600,1
94,1610,1
95,1630,1
96,1640,1
97,1670,1
98,1690,1
99,1700,1
100,1840,1
101,1900,1
102,1900,1
103,1930,1
104,1930,1
105,2100,1
106,2100,1
107,2200,1
108,2200,1
109,2210,1
110,2210,1
111,2270,1
112,2270,1
113,2280,1
114,2280,1
115,2290,1
116,2290,1
117,2300,1
118,2300,1
119,2310,1
120,2310,1
121,2320,1
122,2320,1
123,2330,1
124,2330,1
125,2340,1
126,2340,1
127,2350,1
128,2350,1
129,2360,1
130,2360,1
131,2370,1
132,2370,1
133,2390,1
134,2390,1
135,2400,1
136,2400,1
137,2400,1
138,2450,1
139,2450,1
140,2500,1
141,2500,1
142,2520,1
143,2590,1
144,2600,1
145,2610,1
146,2620,1
147,2630,1
148,2640,1
149,2710,1
150,2720,1
151,2780,1
152,2800,1
153,2800,1
154,2810,1
155,2810,1
156,2820,1
157,2820,1
158,2820,1
159,2840,1
160,2840,1
161,2850,1
162,2850,1
163,2870,1
164,2870,1
165,2870,1
166,2870,1
167,2870,1
168,2900,1
169,2910,1
170,2920,1
171,2990,1
172,3010,1
173,3020,1
174,3020,1
175,3050,1
176,3130,1
177,3130,1
178,3170,1
179,3170,1
180,3230,1
181,3260,1
182,3270,1
183,3330,1
184,3410,1
185,3480,1
186,3483,1
187,3490,1
188,3500,1
189,3510,1
190,3520,1
191,3530,1
192,3540,1
193,3560,1
194,3570,1
195,3580,1
196,3590,1
197,3590,1
198,3600,1
199,3610,1
200,3620,1
201,3620,1
202,3620,1
203,3700,1
204,3700,1
205,3710,1
206,3720,1
207,3730,1
208,3800,1
209,3800,1
210,3810,1
211,3810,1
212,3820,1
213,3820,1
214,3830,1
215,3830,1
216,3830,1
217,3830,1
218,3900,1
219,3910,1
220,3920,1
221,3960,1
222,3980,1
223,3990,1
224,4000,1
225,4000,1
226,4000,1
227,4000,1
228,4000,1
229,4000,1
230,4100,1
231,4230,1
232,4290,1
233,4300,1
234,4420,1
235,4460,1
236,4470,1
237,4500,1
238,4520,1
239,4530,1
240,4560,1
241,4560,1
242,4560,1
243,4560,1
244,4570,1
245,4570,1
246,4570,1
247,4580,1
248,4580,1
249,4700,1
250,4700,1
251,4720,1
252,4760,1
253,4760,1
254,4770,1
255,4780,1
256,4800,1
257,4850,1
258,4870,1
259,4880,1
260,4890,1
261,4900,1
262,4920,1
263,4920,1
264,4920,1
265,4920,1
266,4920,1
267,6000,1
268,6000,1
269,6010,1
270,6010,1
271,6020,1
272,6020,1
273,6030,1
274,6030,1
275,6040,1
276,6040,1
277,6060,1
278,6060,1
279,6080,1
280,6080,1
281,6090,1
282,6090,1
283,6120,1
284,6120,1
285,6120,1
286,6200,1
287,6210,1
288,6220,1
289,6250,1
290,6270,1
291,6300,1
292,6310,1
293,6370,1
294,6400,1
295,6420,1
296,6510,1
297,6510,1
298,6550,1
299,6800,1
300,6810,1
301,6830,1
302,6840,1
303,6850,1
304,6860,1
305,6870,1
306,6880,1
307,6900,1
308,6910,1
309,6920,1
310,6980,1
311,7000,1
312,7010,1
313,7020,1
314,7110,1
315,7200,1
316,7210,1
317,7220,1
318,7260,1
319,7340,1
320,7510,1
321,7510,1
322,7520,1
323,7520,1
324,7520,1
325,7520,1
326,7530,1
327,7530,1
328,7530,1
329,7600,1
330,7610,1
331,7620,1
332,7650,1
333,7660,1
334,7730,1
335,7760,1
336,7770,1
337,7830,1
338,7830,1
339,7840,1
340,7840,1
341,7860,1
342,7860,1
343,7940,1
344,8000,1
345,8080,1
346,8100,1
347,8140,1
348,8170,1
349,8190,1
350,8190,1
351,8190,1
352,8310,1
353,8320,1
354,8330,1
355,8340,1
356,8400,1
357,8500,1
358,8600,1
359,8790,1
360,8800,1
361,8870,1
362,8870,1
363,8870,1
364,8870,1
365,8880,1
366,8890,1
367,8930,1
368,8930,1
369,8930,1
370,8930,1
371,8970,1
372,8970,1
373,9000,1
374,9000,1
375,9010,1
376,9010,1
377,9030,1
378,9030,1
379,9040,1
380,9040,1
381,9050,1
382,9050,1
383,9060,1
384,9060,1
385,9160,1
386,9160,1
387,9180,1
388,9180,1
389,9200,1
390,9200,1
391,9310,1
392,9340,1
393,9340,1
394,9350,1
395,9420,1
396,9450,1
397,9450,1
398,9460,1
399,9460,1
400,9480,1
401,9480,1
402,9500,1
403,9710,1
404,9760,1
405,9800,1
406,9800,1
407,9850,1
408,9880,1
409,9900,1
410,9940,1
411,9940,1
412,9940,1
413,9940,1
414,9960,1
415,9970,1
416,9980,1
417,10090,1
418,10100,1
419,10110,1
420,10120,1
421,10130,1
422,10140,1
423,10150,1
424,10180,1
425,10180,1
426,10180,1
427,10180,1
428,10220,1
429,10220,1
430,10230,1
431,10240,1
432,10250,1
433,10260,1
434,10270,1
