GTId,GameId,TagId
1045,18050,14
1046,18050,13
1047,18050,15
1048,18050,12
1049,18050,16
1050,18050,17
1051,18070,14
1052,18070,13
1053,18070,15
1054,18070,12
1055,18070,16
1056,18070,17
1057,18120,14
1058,18120,15
1059,18120,16
1060,18120,17
1061,18300,14
1062,18300,15
1063,18300,18
1064,18300,12
1065,18400,14
1066,18400,18
1067,18420,14
1068,18470,14
1069,18480,14
1070,18500,14
1071,18500,15
1072,18500,5
1073,18500,18
1074,18600,14
1075,18600,9
1076,18600,15
1077,18700,14
1078,18700,15
1079,18700,12
1080,18820,14
1081,18820,9
1082,18820,15
1083,18820,18
1084,18820,12
1085,18820,16
1086,18820,14
1087,19000,14
1088,19020,14
1089,19020,9
1090,19020,15
1091,19020,12
1092,19020,16
1093,19030,14
1094,19030,15
1095,19030,12
1096,19030,16
1097,19030,17
1098,19080,14
1099,19200,14
1100,19200,15
1101,19320,14
1102,19320,15
1103,19320,12
1104,19320,16
1105,19320,14
1106,19320,17
1107,19500,14
1108,19500,15
1109,19500,12
1110,19500,6
1111,19800,14
1112,19830,14
1113,19900,14
1114,19900,9
1115,19980,14
1116,20200,14
1117,20200,9
1118,20200,15
1119,20200,12
1120,20510,14
1121,20510,9
1122,20530,14
1123,20530,9
1124,20530,16
1125,20540,14
1126,20540,9
1127,20540,16
1128,20550,14
1129,20550,16
1130,20570,14
1131,20570,9
1132,20570,3
1133,20570,16
1134,20700,14
1135,20700,15
1136,20710,14
1137,20710,15
1138,20820,14
1139,20820,13
1140,20820,15
1141,20820,12
1142,20820,16
1143,20820,17
1144,20900,14
1145,20900,16
1146,20920,14
1147,20920,15
1148,20920,18
1149,20920,12
1150,20920,16
1151,20920,17
1152,21000,14
1153,21000,13
1154,21000,5
1155,21010,14
1156,21010,9
1157,21010,13
1158,21030,14
1159,21030,3
1160,21030,12
1161,21090,14
1162,21100,14
1163,21100,9
1164,21100,3
1165,21100,15
1166,21100,12
1167,21100,16
1168,21100,17
1169,21130,14
1170,21130,13
1171,21130,5
1172,21300,14
1173,21300,15
1174,21400,14
1175,21400,15
1176,21500,14
1177,21640,14
1178,21640,13
1179,21640,15
1180,21640,12
1181,21660,14
1182,21660,9
1183,21660,12
1184,21670,14
1185,21670,9
1186,21670,12
1187,21670,16
1188,21680,14
1189,21680,13
1190,21680,12
1191,21690,14
1192,21690,9
1193,21690,3
1194,21690,15
1195,21690,5
1196,21690,18
1197,21690,16
1198,21690,17
1199,21780,14
1200,21800,14
1201,21800,9
1202,21980,14
1203,22000,14
1204,22000,15
1205,22100,14
1206,22100,18
1207,22100,6
1208,22120,14
1209,22120,1
1210,22130,14
1211,22130,9
1212,22180,14
1213,22180,1
1214,22200,14
1215,22200,15
1216,22200,18
1217,22200,16
1218,22230,14
1219,22230,9
1220,22230,15
1221,22230,18
1222,22230,12
1223,22230,16
1224,22230,17
1225,22300,14
1226,22300,12
1227,22310,14
1228,22310,9
1229,22310,15
1230,22310,16
1231,22310,17
1232,22320,14
1233,22320,16
1234,22330,14
1235,22330,16
1236,22350,14
1237,22350,9
1238,22350,3
1239,22350,15
1240,22350,16
1241,22350,17
1242,22370,14
1243,22380,14
1244,22380,15
1245,22380,12
1246,22380,17
1247,22450,12
1248,22450,16
1249,22500,14
1250,22500,9
1251,22500,11
1252,22500,8
1253,22500,4
1254,22500,15
1255,22600,14
1256,22600,9
1257,22600,15
1258,22600,12
1259,22600,16
1260,22600,14
1261,22600,17
1262,22610,14
1263,22610,3
1264,22610,15
1265,22610,12
1266,22650,14
1267,22650,3
1268,22650,15
1269,22650,12
1270,22650,14
1271,22650,17
1272,22670,14
1273,22670,3
1274,22670,15
1275,22670,12
1276,22670,14
1277,22670,17
1278,23150,14
1279,23150,15
1280,23300,14
1281,23380,14
1282,23400,14
1283,23420,14
1284,23420,9
1285,23420,3
1286,23450,14
1287,23460,14
1288,23490,14
1289,23500,9
1290,23500,16
1291,23530,14
1292,23530,9
1293,23530,3
1294,23530,15
1295,23530,5
1296,23530,16
1297,23530,14
1298,23600,14
1299,23700,9
1300,23700,16
1301,24010,14
1302,24010,15
1303,24010,5
1304,24010,18
1305,24010,19
1306,24010,6
1307,24010,16
1308,24010,17
1309,24200,9
1310,24200,8
1311,24200,15
1312,24200,5
1313,24240,14
1314,24240,3
1315,24240,15
1316,24240,18
1317,24240,16
1318,24240,14
1319,24400,14
1320,24400,9
1321,24410,14
1322,24410,9
1323,24420,14
1324,24420,15
1325,24420,12
1326,24460,14
1327,24480,14
1328,24480,15
1329,24640,14
1330,24650,14
1331,24670,14
1332,24670,9
1333,24670,15
1334,24670,14
1335,24670,17
1336,24720,14
1337,24740,14
1338,24740,9
1339,24780,14
1340,24790,14
1341,24800,14
1342,24810,14
1343,24810,9
1344,24840,14
1345,24840,9
1346,24870,14
1347,24870,9
1348,24960,14
1349,24960,9
1350,24980,14
1351,25000,14
1352,25000,12
1353,25000,6
1354,25010,14
1355,25500,14
1356,25500,9
1357,25600,14
1358,25620,14
1359,25700,14
1360,25700,9
1361,25700,3
1362,25700,4
1363,25700,15
1364,25700,12
1365,25700,16
1366,25700,17
1367,25800,14
1368,25800,9
1369,25800,18
1370,25830,14
1371,25830,9
1372,25850,14
1373,25850,9
1374,25850,16
1375,25850,6
1376,25890,14
1377,25890,9
1378,25890,3
1379,25890,18
1380,25900,14
1381,25900,16
1382,25910,14
1383,25910,9
1384,25930,14
1385,25930,9
1386,25980,14
1387,25990,14
1388,25990,9
1389,26000,14
1390,26000,15
1391,26300,14
1392,26300,9
1393,26800,14
1394,26800,15
1395,26800,5
1396,26800,16
1397,26900,14
1398,27000,14
1399,27000,18
1400,27020,14
1401,27050,14
1402,27200,14
1403,27200,9
1404,27200,3
1405,27330,14
1406,27330,9
1407,27330,3
1408,27330,12
1409,27400,14
1410,27600,14
1411,27600,15
1412,27800,14
1413,27810,14
1414,27810,12
1415,27900,14
1416,27920,14
1417,27920,9
1418,27920,15
1419,27920,12
1420,27920,14
1421,27920,17
1422,27940,14
1423,27940,3
1424,27940,13
1425,27940,15
1426,27940,12
1427,27940,16
1428,27940,17
1429,28000,14
1430,28000,9
1431,28000,3
1432,28000,15
1433,28000,17
1434,29120,14
1435,29130,14
1436,29160,14
1437,29180,14
1438,29180,15
1439,29800,14
1440,29800,18
1441,29800,12
1442,29900,14
1443,29900,9
1444,29900,12
1445,31270,14
1446,31300,14
1447,31800,14
1448,31810,14
1449,31820,14
1450,31830,14
1451,31840,14
1452,31850,14
1453,31860,14
1454,31870,14
1455,31880,14
1456,31890,14
1457,31900,14
1458,31910,14
1459,31920,14
1460,31930,14
1461,31980,14
1462,31980,15
1463,32000,14
1464,32110,14
1465,32120,14
1466,32140,14
1467,32150,14
1468,32150,15
1469,32150,16
1470,32150,14
1471,32150,17
1472,32160,14
1473,32160,9
1474,32160,15
1475,32160,16
1476,32160,14
1477,32160,17
1478,32200,14
1479,32200,9
1480,32200,15
1481,32310,14
1482,32330,14
1483,32330,7
1484,32330,13
1485,32330,12
1486,32330,16
1487,32340,14
1488,32340,16
1489,32350,14
1490,32350,12
1491,32350,16
1492,32360,14
1493,32360,5
1494,32360,16
1495,32370,14
1496,32370,16
1497,32380,14
1498,32380,9
1499,32380,8
1500,32380,12
1501,32380,16
1502,32390,14
1503,32390,9
1504,32390,12
1505,32390,16
1506,32400,14
1507,32400,16
1508,32410,14
1509,32410,15
1510,32410,12
1511,32410,17
1512,32420,14
1513,32420,13
1514,32420,12
1515,32430,14
1516,32430,12
1517,32430,16
1518,32440,14
1519,32440,13
1520,32440,5
1521,32440,16
1522,32450,14
1523,32450,13
1524,32450,12
1525,32450,16
1526,32460,14
1527,32460,15
1528,32460,5
1529,32460,16
1530,32470,14
1531,32470,9
1532,32470,11
1533,32470,16
1534,32500,14
1535,32500,12
1536,32500,16
1537,32510,14
1538,32510,7
1539,32510,13
1540,32510,12
1541,32510,16
1542,32610,14
1543,32610,9
1544,32620,14
1545,32630,14
1546,32630,9
1547,32640,14
1548,32640,9
1549,32650,14
1550,32650,9
1551,32660,14
1552,32660,9
1553,32670,14
1554,32670,9
1555,32680,14
1556,32680,9
1557,32710,14
1558,32710,9
1559,32710,3
1560,32720,14
1561,32720,9
1562,32730,14
1563,32730,9
1564,32740,14
1565,32740,9
1566,32750,14
1567,32750,9
1568,32760,14
1569,32760,9
1570,32770,14
1571,32770,9
1572,32770,3
1573,32900,14
1574,33100,14
1575,33100,15
1576,33100,18
1577,33100,16
1578,33100,17
1579,33110,14
1580,33110,18
1581,33120,14
1582,33120,18
1583,33130,14
1584,33180,14
1585,33230,14
1586,33320,14
1587,33390,14
1588,33390,15
1589,33390,12
1590,33390,16
1591,33390,14
1592,33390,17
1593,33460,14
1594,33520,14
1595,33570,14
1596,33600,14
1597,33610,14
1598,33610,12
1599,33620,14
1600,33620,9
1601,33650,14
1602,33650,15
1603,33650,17
1604,33660,14
1605,33660,9
1606,33660,15
1607,33660,17
1608,33670,14
1609,33670,9
1610,33670,15
1611,33680,14
1612,33680,15
1613,33680,18
1614,33680,12
1615,33680,17
1616,33760,14
1617,33770,14
1618,33790,14
1619,33900,14
1620,33900,9
1621,33900,3
1622,33900,1
1623,33900,12
1624,33900,6
1625,33930,14
1626,33930,9
1627,33930,3
1628,33930,1
1629,33930,12
1630,33930,6
1631,33950,14
1632,33980,14
1633,33980,15
1634,33980,16
1635,33980,14
1636,33990,14
1637,33990,16
1638,34010,14
1639,34030,14
1640,34030,9
1641,34030,15
1642,34030,18
1643,34030,14
1644,34190,14
1645,34410,14
1646,34410,16
1647,34420,14
1648,34420,9
1649,34420,16
1650,34420,6
1651,34500,14
1652,34500,15
1653,34600,14
1654,34630,14
1655,34640,14
1656,34800,14
1657,34810,14
1658,34820,14
1659,34820,9
1660,34830,14
1661,34830,9
1662,34830,15
1663,34830,12
1664,34870,14
1665,34870,9
1666,34870,15
1667,34870,5
1668,34870,17
1669,34900,14
1670,34900,15
1671,34900,18
1672,34920,14
1673,34920,15
1674,34920,12
1675,34920,17
1676,35000,14
1677,35070,14
1678,35130,14
1679,35130,9
1680,35130,13
1681,35130,15
1682,35130,12
1683,35130,16
1684,35130,14
1685,35130,17
1686,35140,14
1687,35140,15
1688,35140,18
1689,35140,12
1690,35140,16
1691,35300,14
1692,35310,14
1693,35320,14
1694,35320,9
1695,35320,15
1696,35450,9
1697,35450,11
1698,35450,15
1699,35450,18
1700,35450,19
1701,35450,19
1702,35450,14
1703,35450,6
1704,35460,14
1705,35460,15
1706,35460,12
1707,35460,14
1708,35460,17
1709,35480,14
1710,35480,15
1711,35480,14
1712,35480,17
1713,35600,14
1714,35600,15
1715,35700,14
1716,35700,9
1717,35700,3
1718,35700,13
1719,35700,15
1720,35700,5
1721,35700,18
1722,35700,19
1723,35700,16
1724,35700,6
1725,35720,14
1726,35720,9
1727,35720,3
1728,35720,13
1729,35720,4
1730,35720,15
1731,35720,5
1732,35720,18
1733,35720,19
1734,35720,16
1735,35720,6
1736,35800,14
1737,35800,12
1738,36000,14
1739,36000,15
1740,36000,12
1741,36000,16
1742,36100,14
1743,36130,14
1744,36180,14
1745,36210,14
1746,36240,14
1747,36300,14
1748,36310,14
1749,36320,14
1750,36900,14
1751,36900,9
1752,36900,3
1753,36900,12
1754,36910,14
1755,36910,9
1756,36910,3
1757,37000,14
1758,37000,18
1759,37010,14
1760,37030,14
1761,37100,14
1762,37210,14
1763,37220,14
1764,37230,14
1765,37240,14
1766,37260,14
1767,37270,14
1768,37280,14
1769,37300,14
1770,37310,14
1771,37320,14
1772,37330,14
1773,37340,14
1774,37370,14
1775,37380,14
1776,37390,14
1777,37400,14
1778,37500,14
1779,37500,9
1780,37500,3
1781,37500,15
1782,37500,17
1783,37600,14
1784,37700,14
1785,37700,12
1786,37800,14
1787,37800,15
1788,37800,16
1789,37800,14
1790,37800,17
1791,37960,14
1792,38000,14
1793,38070,14
1794,38080,14
1795,38090,14
1796,38100,14
1797,38110,14
1798,38120,14
1799,38130,14
1800,38140,14
1801,38150,14
1802,38160,14
1803,38170,14
1804,38180,14
1805,38190,14
1806,38210,14
1807,38210,9
1808,38230,14
1809,38230,15
1810,38230,16
1811,38230,14
1812,38400,14
1813,38400,16
1814,38410,14
1815,38410,16
1816,38420,14
1817,38420,9
1818,38420,16
1819,38430,14
1820,38430,9
1821,38450,14
1822,38460,14
1823,38490,14
1824,38600,14
1825,38600,15
1826,38600,18
1827,38700,14
1828,38700,15
1829,38700,12
1830,38700,16
1831,38700,6
1832,38720,14
1833,38720,15
1834,38720,16
1835,38740,14
1836,38740,15
1837,38740,12
1838,38740,16
1839,38740,17
1840,39000,14
1841,39000,9
1842,39000,3
1843,39000,19
1844,39000,14
1845,39000,17
1846,39110,14
1847,39110,15
1848,39120,9
1849,39120,11
1850,39120,8
1851,39120,3
1852,39120,10
1853,39120,18
1854,39120,6
1855,39140,14
1856,39140,15
1857,39140,12
1858,39150,14
1859,39150,15
1860,39150,12
1861,39150,16
1862,39190,14
1863,39200,14
1864,39210,14
1865,39210,9
1866,39210,11
1867,39210,8
1868,39210,3
1869,39210,10
1870,39210,4
1871,39210,12
1872,39500,14
1873,39510,14
1874,39520,14
1875,39520,9
1876,39540,14
1877,39560,14
1878,39560,9
1879,39630,14
1880,39630,9
1881,39640,14
1882,39650,14
1883,39660,14
1884,39670,14
1885,39670,9
1886,39680,14
1887,39690,14
1888,39800,14
1889,39800,9
