GGLinkerId,GameId,GenreId
690,22350,8
691,22370,15
692,22380,1
693,22380,15
694,22450,1
695,22450,2
696,22500,20
697,22600,20
698,22610,1
699,22650,1
700,22670,1
701,23150,5
702,23150,11
703,23300,5
704,23380,15
705,23400,17
706,23400,20
707,23420,20
708,23450,17
709,23450,20
710,23460,1
711,23460,2
712,23460,20
713,23490,17
714,23490,20
715,23500,5
716,23500,15
717,23530,1
718,23600,11
719,23600,15
720,23600,20
721,23700,5
722,24010,17
723,24200,1
724,24200,2
725,24200,8
726,24200,12
727,24200,15
728,24240,1
729,24400,15
730,24400,20
731,24410,20
732,24420,11
733,24460,15
734,24460,20
735,24480,15
736,24480,20
737,24640,17
738,24650,17
739,24670,17
740,24720,1
741,24720,17
742,24740,14
743,24780,17
744,24780,20
745,24790,20
746,24800,20
747,24810,20
748,24840,1
749,24870,14
750,24960,1
751,24980,15
752,25000,1
753,25000,11
754,25010,1
755,25500,11
756,25500,17
757,25500,19
758,25600,11
759,25600,15
760,25620,11
761,25620,15
762,25700,11
763,25800,20
764,25830,20
765,25850,15
766,25850,20
767,25890,20
768,25900,15
769,25900,20
770,25910,20
771,25930,20
772,25980,17
773,25980,20
774,25990,20
775,25990,17
776,26000,1
777,26000,11
778,26300,1
779,26300,11
780,26800,5
781,26800,11
782,26800,20
783,26900,5
784,26900,11
785,27000,2
786,27000,11
787,27020,11
788,27020,17
789,27050,2
790,27050,5
791,27050,11
792,27200,19
793,27330,1
794,27400,15
795,27400,11
796,27400,5
797,27600,11
798,27600,5
799,27800,11
800,27810,11
801,27900,1
802,27900,2
803,27920,1
804,27920,11
805,27940,1
806,27940,11
807,28000,1
808,29120,11
809,29120,5
810,29130,11
811,29130,5
812,29160,2
813,29160,11
814,29180,11
815,29180,5
816,29800,1
817,29800,2
818,29800,5
819,29800,11
820,29800,15
821,29800,20
822,29900,1
823,31270,2
824,31270,5
825,31300,1
826,31800,2
827,31810,2
828,31820,2
829,31830,2
830,31840,2
831,31850,2
832,31860,2
833,31870,2
834,31870,5
835,31880,2
836,31890,1
837,31900,2
838,31910,2
839,31920,2
840,31930,2
841,31980,2
842,32000,11
843,32000,5
844,32110,5
845,32120,5
846,32140,2
847,32140,5
848,32150,5
849,32150,11
850,32150,20
851,32160,19
852,32160,5
853,32200,1
854,32200,11
855,32200,14
856,32200,19
857,32310,2
858,32330,1
859,32330,2
860,32340,2
861,32350,1
862,32350,17
863,32360,2
864,32370,2
865,32370,15
866,32380,1
867,32390,1
868,32400,1
869,32410,5
870,32420,1
871,32430,1
872,32440,2
873,32450,2
874,32460,2
875,32470,20
876,32500,1
877,32510,1
878,32510,2
879,32610,1
880,32620,1
881,32630,1
882,32640,1
883,32650,1
884,32660,1
885,32670,1
886,32680,1
887,32710,17
888,32720,17
889,32730,17
890,32740,17
891,32750,1
892,32750,17
893,32760,17
894,32770,1
895,32900,5
896,32900,11
897,32900,17
898,32900,20
899,33100,1
900,33100,11
901,33100,15
902,33110,1
903,33110,11
904,33110,15
905,33120,1
906,33120,11
907,33120,15
908,33130,1
909,33130,11
910,33130,15
911,33180,1
912,33180,11
913,33180,15
914,33230,1
915,33230,2
916,33320,1
917,33320,2
918,33390,1
919,33390,11
920,33460,2
921,33460,17
922,33520,17
923,33520,20
924,33570,15
925,33570,17
926,33570,20
927,33600,2
928,33610,2
929,33620,1
930,33620,14
931,33650,5
932,33660,5
933,33660,11
934,33670,20
935,33670,15
936,33680,11
937,33760,5
938,33770,15
939,33790,5
940,33900,1
941,33900,17
942,33900,20
943,33930,1
944,33930,17
945,33930,20
946,33950,5
947,33950,11
948,33980,1
949,33990,2
950,34010,1
951,34010,15
952,34030,20
953,34190,14
954,34410,1
955,34420,20
956,34500,11
957,34500,17
958,34500,20
959,34600,20
960,34630,20
961,34640,20
962,34800,2
963,34810,1
964,34810,17
965,34820,17
966,34830,1
967,34870,1
968,34900,11
969,34920,1
970,34920,5
971,34920,11
972,35000,1
973,35000,2
974,35070,5
975,35130,1
976,35130,2
977,35140,1
978,35140,2
979,35300,20
980,35310,1
981,35310,14
982,35320,14
983,35450,1
984,35450,12
985,35450,17
986,35460,1
987,35460,2
988,35460,11
989,35480,20
990,35480,11
991,35480,5
992,35600,2
993,35600,5
994,35600,20
995,35700,1
996,35700,2
997,35700,11
998,35720,1
999,35720,2
1000,35720,11
1001,35800,5
1002,35800,11
1003,36000,1
1004,36000,11
1005,36100,5
1006,36130,5
1007,36180,5
1008,36210,5
1009,36240,5
1010,36300,5
1011,36310,20
1012,36310,5
1013,36320,2
1014,36320,5
1015,36900,1
1016,36900,17
1017,36910,1
1018,36910,17
1019,37000,13
1020,37000,1
1021,37000,2
1022,37010,1
1023,37030,20
1024,37100,1
1025,37100,15
1026,37100,11
1027,37210,17
1028,37220,17
1029,37230,17
1030,37240,17
1031,37260,2
1032,37270,2
1033,37270,15
1034,37280,17
1035,37300,17
1036,37310,5
1037,37320,5
1038,37330,5
1039,37340,5
1040,37370,5
1041,37380,5
1042,37390,5
1043,37400,2
1044,37400,11
1045,37500,11
1046,37500,5
1047,37600,2
1048,37600,5
1049,37600,11
1050,37700,1
1051,37800,11
1052,37800,5
1053,37960,5
1054,38000,5
1055,38070,5
1056,38070,17
1057,38080,17
1058,38090,17
1059,38100,17
1060,38110,17
1061,38120,5
1062,38130,5
1063,38140,5
1064,38150,5
1065,38160,5
1066,38170,5
1067,38180,5
1068,38190,5
1069,38210,5
1070,38230,17
1071,38400,15
1072,38410,15
1073,38420,20
1074,38430,1
1075,38450,1
1076,38460,1
1077,38490,1
1078,38490,2
1079,38600,5
1080,38600,11
1081,38700,5
1082,38700,11
1083,38720,5
1084,38720,11
1085,38720,20
1086,38740,1
1087,38740,11
1088,39000,2
1089,39000,17
1090,39000,20
1091,39110,5
1092,39120,8
1093,39120,12
1094,39120,15
1095,39140,15
1096,39150,15
1097,39190,15
1098,39200,15
1099,39210,12
1100,39210,15
1101,39500,1
1102,39500,15
1103,39510,1
1104,39510,15
1105,39520,17
1106,39520,20
1107,39540,1
1108,39540,15
1109,39560,1
1110,39630,1
1111,39640,1
1112,39650,17
1113,39650,20
1114,39660,17
1115,39660,20
1116,39670,1
1117,39680,17
1118,39680,20
1119,39690,15
1120,39800,1
1121,39800,11
1122,39900,1
1123,40100,20
1124,40200,5
1125,40210,5
1126,40300,15
1127,40320,20
1128,40330,2
1129,40340,2
1130,40350,2
1131,40380,14
1132,40390,15
1133,40400,11
1134,40400,20
1135,40420,5
1136,40420,11
1137,40500,1
1138,40500,20
1139,40500,11
1140,40700,2
1141,40700,11
1142,40720,2
1143,40720,5
1144,40720,11
1145,40930,2
1146,40930,11
1147,40950,17
1148,40950,20
1149,40970,17
1150,40970,20
1151,40980,17
1152,40980,20
1153,40990,23
1154,40990,1
1155,40990,2
1156,41000,1
1157,41000,11
1158,41070,1
1159,41070,11
1160,41100,1
1161,41100,11
1162,41300,1
1163,41300,8
1164,41300,11
1165,41400,1
1166,41400,11
1167,41500,15
1168,41600,1
1169,41600,2
1170,41660,1
1171,41660,2
1172,41660,11
1173,41680,11
1174,41700,1
1175,41700,15
1176,41740,1
1177,41740,2
1178,41740,17
1179,41800,11
1180,41800,17
1181,41800,20
1182,41900,1
1183,41900,2
1184,41900,15
1185,42000,5
1186,42000,11
1187,42120,1
1188,42140,2
1189,42140,5
1190,42140,11
1191,42170,1
1192,42170,2
1193,42170,11
1194,42170,15
1195,42170,20
1196,42210,2
1197,42220,2
1198,42230,2
1199,42500,1
1200,42500,11
1201,42670,1
1202,42700,1
1203,42810,20
1204,42850,20
1205,42890,20
1206,42910,1
1207,42910,15
1208,42920,20
1209,42930,20
1210,42940,20
1211,42950,20
1212,42960,20
1213,42980,20
1214,42990,20
1215,43000,1
1216,43100,17
1217,43190,1
1218,43190,11
1219,43500,17
1220,43500,20
1221,43600,2
1222,44100,1
1223,44100,11
1224,44100,14
1225,44350,14
1226,44350,19
1227,44360,14
1228,44360,17
1229,44360,19
1230,44600,14
1231,44600,19
1232,44680,14
1233,44690,14
1234,44690,17
1235,44690,19
1236,45000,11
1237,45000,20
1238,45100,5
1239,45100,11
1240,45300,17
1241,45400,11
1242,45410,14
1243,45420,5
1244,45420,11
1245,45420,17
1246,45450,5
1247,45450,11
1248,45700,1
1249,45700,2
1250,45710,1
1251,45710,2
1252,45720,1
1253,45720,2
1254,45730,1
1255,45730,2
1256,45740,1
1257,45740,2
1258,45750,1
1259,45750,2
1260,45760,1
1261,45770,1
1262,45770,2
1263,46000,2
1264,46000,11
1265,46200,1
1266,46200,14
1267,46250,1
1268,46260,15
1269,46260,20
1270,46270,15
1271,46270,20
1272,46280,15
1273,46280,20
1274,46290,20
1275,46340,17
1276,46340,20
1277,46350,20
1278,46360,17
1279,46360,20
1280,46370,17
1281,46380,20
1282,46400,1
1283,46400,15
1284,46410,1
1285,46410,11
1286,46410,15
1287,46440,20
1288,46450,11
1289,46450,15
1290,46450,20
1291,46480,2
1292,46490,2
1293,46500,2
1294,46500,5
1295,46510,2
1296,46520,1
1297,46520,11
1298,46540,1
1299,46540,20
1300,46550,2
1301,46570,2
1302,46570,11
1303,46570,15
1304,46570,20
1305,46600,1
1306,46600,5
1307,46600,11
1308,46700,20
1309,46710,20
1310,46720,15
1311,46730,15
1312,46740,17
1313,46750,2
1314,46750,11
1315,46760,20
1316,46770,11
1317,46770,17
1318,46770,20
1319,46790,20
1320,46830,20
1321,46840,20
1322,46850,5
1323,47110,1
1324,47120,1
1325,47130,2
1326,47400,17
1327,47400,20
1328,47410,8
1329,47410,12
1330,47410,20
1331,47700,20
1332,47730,15
1333,47780,1
1334,47790,1
1335,47800,20
1336,47810,15
1337,47870,14
1338,47890,17
1339,47920,14
1340,48000,2
1341,48000,11
1342,48110,17
1343,48150,5
1344,48190,1
1345,48190,2
1346,48240,20
1347,48700,1
1348,48700,15
1349,48720,1
1350,48720,15
1351,48800,17
1352,48950,20
1353,49000,5
1354,49300,20
1355,49320,5
1356,49470,20
1357,49520,1
1358,49520,15
1359,49600,1
1360,49600,5
1361,49600,11
1362,49800,1
1363,49800,11
1364,49810,11
1365,49900,1
1366,49900,11
1367,50000,11
1368,50000,14
1369,50130,1
1370,50300,1
1371,50300,2
1372,50510,1
1373,50910,5
1374,50920,5
1375,50920,11
1376,50930,5
1377,50940,5
1378,50960,5
1379,50970,5
1380,50980,5
1381,50990,5
1382,51000,5
1383,51010,5
1384,51010,17
1385,51020,5
1386,51030,5
1387,51030,11
1388,51060,2
1389,51060,5
1390,55000,2
1391,55000,11
1392,55000,20
1393,55040,11
1394,55040,20
1395,55100,1
1396,55110,1
1397,55140,14
1398,55150,1
1399,55230,1
1400,57000,1
1401,57000,2
1402,57200,5
1403,57200,11
1404,57300,1
1405,57300,2
1406,57300,11
1407,57620,20
1408,57640,2
1409,57650,15
1410,57650,20
1411,57680,1
1412,57680,2
1413,57690,17
1414,57690,20
1415,57700,1
1416,57700,5
1417,57700,11
1418,57740,15
1419,57740,17
1420,57740,20
1421,57800,2
1422,57800,5
1423,57800,11
1424,57900,1
1425,58200,2
1426,58200,5
1427,58200,11
1428,58230,2
1429,58230,5
1430,58230,11
1431,58400,5
1432,58400,11
1433,58520,19
1434,58520,20
1435,58550,20
1436,58560,2
1437,58570,2
1438,58610,20
1439,60340,1
1440,60340,2
1441,60340,5
1442,60350,2
1443,60350,5
1444,60350,11
1445,60600,1
1446,60600,11
1447,60700,20
1448,60700,11
1449,60800,15
1450,61100,11
1451,61100,5
1452,61310,11
1453,61310,5
1454,61500,15
1455,61500,20
1456,61510,15
1457,61510,20
1458,61520,15
1459,61520,20
1460,61600,11
1461,61600,5
1462,61700,15
1463,61700,20
1464,61730,1
1465,61730,11
1466,61730,5
1467,62000,1
1468,62000,5
1469,62100,5
1470,63000,1
1471,63000,5
1472,63000,11
1473,63000,20
1474,63110,2
1475,63200,1
1476,63200,20
1477,63200,11
1478,63200,19
1479,63500,1
1480,63500,5
1481,63500,11
1482,63500,20
1483,63610,2
1484,63610,5
1485,63650,2
1486,63650,5
1487,63660,2
1488,63660,5
1489,63700,1
1490,63700,5
1491,63700,11
1492,63710,1
1493,63710,11
1494,63800,2
1495,63800,11
1496,63800,15
1497,63800,20
1498,63900,20
1499,63910,15
1500,63910,20
1501,63940,20
1502,63960,20
1503,64000,20
1504,65070,14
1505,65070,17
1506,65080,2
1507,65270,17
1508,65400,20
1509,65400,11
1510,65500,2
1511,65530,15
1512,65530,20
1513,65540,1
1514,65540,15
1515,65560,1
1516,65600,15
1517,65610,15
1518,65710,5
1519,65730,17
1520,65740,1
1521,65740,20
1522,65780,1
1523,65780,17
1524,65780,20
1525,65790,1
1526,65790,17
1527,65790,20
1528,65800,1
1529,65800,11
1530,65800,15
1531,65800,20
1532,65930,1
1533,65980,20
1534,67000,1
1535,67000,5
1536,67000,11
1537,67370,1
1538,70000,1
1539,70000,11
1540,70100,17
1541,70110,11
1542,70110,17
1543,70120,11
1544,70200,2
1545,70200,5
1546,70200,17
1547,70210,2
1548,70210,5
1549,70210,11
1550,70210,17
1551,70300,1
1552,70300,11
1553,70400,15
1554,70400,11
1555,70420,1
1556,70420,15
1557,70420,11
1558,70500,1
1559,70500,2
1560,70500,5
1561,70500,11
1562,70600,20
1563,70620,19
1564,70620,20
1565,70640,20
1566,70650,5
1567,70650,20
1568,70660,5
1569,70900,11
1570,70900,20
1571,71000,1
1572,71000,11
1573,71000,17
1574,71230,1
1575,71230,14
1576,71240,17
1577,71240,19
1578,71260,1
1579,71340,1
1580,72000,11
1581,72400,2
1582,72400,11
1583,72850,15
1584,72900,2
1585,72900,11
1586,72900,15
1587,73010,17
1588,73060,20
1589,73170,20
1590,73190,17
1591,73190,20
1592,73210,15
1593,73210,17
1594,73210,20
1595,73220,20
1596,78000,20
1597,78000,5
1598,80000,1
1599,80000,11
1600,80000,20
1601,80200,5
1602,80200,11
1603,80200,17
1604,80200,20
1605,80300,2
1606,80300,11
1607,80310,2
1608,80310,11
1609,80330,2
1610,80330,11
1611,80340,2
1612,80340,11
1613,80350,2
1614,80350,11
1615,80360,2
1616,80360,11
1617,90200,17
1618,90400,2
1619,90400,5
1620,91100,11
1621,91100,14
1622,91200,1
1623,91200,11
1624,91200,20
1625,91330,1
1626,91330,17
1627,91330,20
1628,91600,1
1629,91600,5
1630,91600,11
1631,91600,20
1632,91700,1
1633,91700,11
1634,91700,15
1635,91800,5
1636,91800,11
1637,91810,11
1638,91810,5
1639,91900,1
1640,91900,14
1641,92000,1
1642,92000,2
1643,92000,11
1644,92000,20
1645,92100,11
1646,92100,20
1647,92200,1
1648,92200,11
1649,92210,1
1650,92210,11
1651,92220,1
1652,92220,11
1653,92300,1
1654,92300,11
1655,92400,11
1656,92600,1
1657,92600,11
1658,92700,1
1659,92800,11
1660,92800,17
1661,92900,17
1662,93200,1
1663,93200,11
1664,93200,20
1665,94000,11
1666,94000,5
1667,94200,1
1668,94200,11
1669,94300,2
1670,94300,5
1671,94300,11
1672,94400,1
1673,94400,11
1674,94400,19
1675,94590,2
1676,94590,5
1677,94620,2
1678,94620,5
1679,95000,1
1680,95000,5
1681,95000,11
1682,95300,1
1683,95300,11
1684,95400,1
1685,95400,2
1686,95400,11
1687,95700,8
1688,95700,11
1689,95900,1
1690,95900,17
1691,96000,2
1692,96000,5
1693,96000,11
1694,96100,1
1695,96100,5
1696,96100,11
1697,96200,1
1698,96200,11
1699,96800,1
1700,96900,1
1701,96900,11
1702,96900,20
1703,97000,11
1704,97000,5
1705,97100,1
1706,97110,20
1707,97120,20
1708,97130,20
1709,97330,20
1710,98100,2
1711,98100,11
1712,98100,5
1713,98200,11
1714,98200,20
1715,98300,1
1716,98300,5
1717,98300,17
1718,98300,20
1719,98400,1
1720,98400,11
1721,98500,1
1722,98500,11
1723,98600,1
1724,98600,5
1725,98600,11
1726,98600,17
1727,98600,20
1728,98800,5
1729,98800,11
1730,98800,15
1731,98900,1
1732,98900,5
1733,98900,11
1734,98900,20
1735,99100,1
1736,99100,15
1737,99120,1
1738,99300,1
1739,99400,1
1740,99400,11
1741,99410,1
1742,99410,11
1743,99700,5
1744,99700,11
1745,99700,20
1746,99900,1
1747,99900,2
1748,99900,5
1749,99900,8
1750,99900,11
1751,99900,12
1752,99900,15
1753,99910,2
1754,99910,5
1755,99910,8
1756,99910,12
1757,99910,20
1758,100980,3
1759,102200,2
1760,102200,11
1761,102200,15
1762,102400,1
1763,102400,11
1764,102400,20
1765,102500,1
1766,102500,15
1767,102600,1
1768,102600,11
1769,102600,20
1770,102810,1
1771,102810,2
1772,102810,11
1773,102840,1
1774,102840,2
1775,102840,11
1776,102850,1
1777,102850,2
1778,102850,11
1779,104000,11
1780,104000,20
1781,104020,5
1782,104020,11
1783,104100,1
1784,104100,20
1785,104100,11
1786,104200,2
1787,104200,11
1788,104900,1
1789,104900,2
1790,104900,11
1791,104900,15
1792,105000,2
1793,105000,11
1794,105100,2
1795,105100,5
1796,105100,11
1797,105300,5
1798,105300,11
1799,105420,1
1800,105420,11
1801,105450,17
1802,105450,20
1803,105600,1
1804,105600,2
1805,105600,11
1806,105600,15
1807,105700,1
1808,105700,2
1809,105700,11
1810,105800,1
1811,105800,5
1812,105800,11
1813,107100,1
1814,107100,11
1815,107100,15
1816,107200,1
1817,107200,11
1818,107200,15
1819,107200,20
1820,107300,15
1821,107300,11
1822,107310,11
1823,107310,15
1824,107410,1
1825,107410,17
1826,107410,20
1827,107600,1
1828,107600,5
1829,107600,11
1830,108110,15
1831,108110,17
1832,108200,5
1833,108200,11
1834,108200,20
1835,108210,5
1836,108210,17
1837,108210,20
1838,108500,1
1839,108500,11
1840,108500,20
1841,108600,11
1842,108600,15
1843,108600,17
1844,108600,7
1845,108700,1
1846,108700,14
1847,108710,1
1848,108710,2
1849,108800,1
1850,109200,5
1851,109200,11
1852,109500,1
1853,109500,11
1854,109600,2
1855,109600,8
1856,109600,12
1857,109600,15
1858,109700,11
1859,109700,20
1860,110400,11
1861,110400,14
1862,110500,1
1863,110500,11
1864,110600,1
1865,110600,11
1866,110610,1
1867,110610,11
1868,110630,1
1869,110630,11
1870,110800,2
1871,110800,20
1872,111000,11
