GPId,GameId,PlatformId
6305,320140,3
6306,320150,3
6307,320150,2
6308,320150,1
6309,320240,3
6310,320240,2
6311,320240,1
6312,320300,3
6313,320310,3
6314,320310,2
6315,320320,3
6316,320330,3
6317,320340,3
6318,320400,3
6319,320410,3
6320,320430,3
6321,320520,3
6322,320520,2
6323,320540,3
6324,320540,2
6325,320540,1
6326,320610,3
6327,320610,2
6328,320610,1
6329,320630,3
6330,320630,2
6331,320650,3
6332,320670,3
6333,320690,3
6334,320690,2
6335,320760,3
6336,320790,3
6337,320820,3
6338,320840,3
6339,320840,2
6340,320970,3
6341,321030,3
6342,321030,2
6343,321060,3
6344,321080,3
6345,321080,2
6346,321080,1
6347,321150,3
6348,321160,3
6349,321160,2
6350,321190,3
6351,321190,2
6352,321260,3
6353,321270,3
6354,321290,3
6355,321330,3
6356,321330,2
6357,321350,3
6358,321360,3
6359,321370,3
6360,321390,3
6361,321390,2
6362,321390,1
6363,321400,3
6364,321410,3
6365,321450,3
6366,321480,3
6367,321490,3
6368,321490,2
6369,321490,1
6370,321560,3
6371,321600,3
6372,321600,2
6373,321610,3
6374,321660,3
6375,321710,3
6376,321710,2
6377,321710,1
6378,321800,3
6379,321830,3
6380,321830,2
6381,321830,1
6382,321840,3
6383,321870,3
6384,321870,2
6385,321870,1
6386,321880,3
6387,321890,3
6388,321920,3
6389,321940,3
6390,321950,3
6391,321960,3
6392,321960,2
6393,321960,1
6394,322030,3
6395,322080,3
6396,322110,3
6397,322110,2
6398,322130,3
6399,322170,3
6400,322190,3
6401,322190,2
6402,322210,3
6403,322210,2
6404,322210,1
6405,322290,3
6406,322290,2
6407,322300,3
6408,322330,3
6409,322430,3
6410,322430,2
6411,322430,1
6412,322440,3
6413,322450,3
6414,322500,3
6415,322500,2
6416,322500,1
6417,322520,3
6418,322520,2
6419,322520,1
6420,322540,3
6421,322580,3
6422,322630,3
6423,322680,3
6424,322750,3
6425,322750,2
6426,322750,1
6427,322770,3
6428,322770,2
6429,322780,3
6430,322850,3
6431,322900,3
6432,322910,3
6433,322930,3
6434,322950,3
6435,322970,3
6436,322980,3
6437,322980,2
6438,322990,3
6439,323000,3
6440,323000,2
6441,323020,3
6442,323020,2
6443,323040,3
6444,323040,2
6445,323060,3
6446,323190,3
6447,323190,2
6448,323220,3
6449,323240,3
6450,323240,2
6451,323240,1
6452,323250,3
6453,323250,2
6454,323260,3
6455,323270,3
6456,323280,3
6457,323320,3
6458,323380,3
6459,323380,1
6460,323430,3
6461,323430,2
6462,323430,1
6463,323450,3
6464,323450,2
6465,323460,3
6466,323470,3
6467,323490,3
6468,323580,3
6469,323630,3
6470,323630,2
6471,323630,1
6472,323670,3
6473,323680,3
6474,323680,2
6475,323680,1
6476,323700,3
6477,323700,2
6478,323700,1
6479,323720,3
6480,323720,2
6481,323720,1
6482,323780,3
6483,323780,2
6484,323780,1
6485,323850,3
6486,324050,3
6487,324050,2
6488,324050,1
6489,324070,3
6490,324080,3
6491,324080,2
6492,324080,1
6493,324090,3
6494,324090,2
6495,324090,1
6496,324110,3
6497,324120,3
6498,324140,3
6499,324140,2
6500,324140,1
6501,324160,3
6502,324170,3
6503,324190,3
6504,324190,2
6505,324190,1
6506,324240,3
6507,324240,2
6508,324260,3
6509,324270,3
6510,324270,2
6511,324270,1
6512,324310,3
6513,324360,3
6514,324360,2
6515,324390,3
6516,324400,3
6517,324400,1
6518,324420,3
6519,324420,2
6520,324470,3
6521,324470,2
6522,324510,3
6523,324510,2
6524,324510,1
6525,324520,3
6526,324520,2
6527,324570,3
6528,324570,2
6529,324570,1
6530,324610,3
6531,324650,3
6532,324650,2
6533,324650,1
6534,324680,3
6535,324710,3
6536,324730,3
6537,324730,2
6538,324730,1
6539,324740,3
6540,324740,2
6541,324740,1
6542,324750,3
6543,324750,2
6544,324750,1
6545,324760,3
6546,324760,2
6547,324770,3
6548,324770,2
6549,324800,3
6550,324810,3
6551,325060,3
6552,325090,3
6553,325090,2
6554,325090,1
6555,325110,3
6556,325110,2
6557,325120,3
6558,325150,3
6559,325160,3
6560,325160,2
6561,325160,1
6562,325180,3
6563,325180,2
6564,325180,1
6565,325300,3
6566,325300,2
6567,325300,1
6568,325320,3
6569,325370,3
6570,325420,3
6571,325420,2
6572,325430,3
6573,325470,3
6574,325470,2
6575,325520,3
6576,325610,3
6577,325610,2
6578,325610,1
6579,325730,3
6580,325730,2
6581,325730,1
6582,325790,3
6583,325790,2
6584,325790,1
6585,325860,3
6586,325860,2
6587,325860,1
6588,325870,3
6589,325870,2
6590,325870,1
6591,325880,3
6592,325930,3
6593,325930,2
6594,325930,1
6595,326110,3
6596,326110,2
6597,326120,3
6598,326130,3
6599,326150,3
6600,326150,2
6601,326160,3
6602,326180,3
6603,326180,2
6604,326180,1
6605,326190,3
6606,326230,3
6607,326230,1
6608,326340,3
6609,326360,3
6610,326380,3
6611,326380,2
6612,326380,1
6613,326410,3
6614,326410,2
6615,326420,3
6616,326420,2
6617,326420,1
6618,326460,3
6619,326470,3
6620,326470,2
6621,326470,1
6622,326480,3
6623,326480,2
6624,326520,3
6625,326590,3
6626,326590,2
6627,326590,1
6628,326630,3
6629,326650,3
6630,326670,3
6631,326720,3
6632,326720,2
6633,326720,1
6634,326730,3
6635,326840,3
6636,326950,3
6637,326950,2
6638,326950,1
6639,326960,3
6640,326960,2
6641,326960,1
6642,326990,3
6643,326990,2
6644,326990,1
6645,327000,3
6646,327010,3
6647,327010,2
6648,327010,1
6649,327030,3
6650,327060,3
6651,327060,2
6652,327060,1
6653,327070,3
6654,327070,2
6655,327070,1
6656,327090,3
6657,327140,3
6658,327140,2
6659,327140,1
6660,327150,3
6661,327210,3
6662,327210,2
6663,327210,1
6664,327220,3
6665,327260,3
6666,327260,2
6667,327260,1
6668,327310,3
6669,327370,3
6670,327370,2
6671,327380,3
6672,327390,3
6673,327390,2
6674,327390,1
6675,327400,3
6676,327400,2
6677,327400,1
6678,327410,3
6679,327410,2
6680,327410,1
6681,327440,3
6682,327440,2
6683,327440,1
6684,327450,3
6685,327500,3
6686,327510,3
6687,327510,2
6688,327510,1
6689,327520,3
6690,327560,3
6691,327640,3
6692,327640,2
6693,327640,1
6694,327650,3
6695,327650,2
6696,327650,1
6697,327670,3
6698,327740,3
6699,327740,2
6700,327740,1
6701,327760,3
6702,327860,3
6703,327880,3
6704,327890,3
6705,327890,2
6706,327890,1
6707,327910,3
6708,327910,2
6709,327920,3
6710,327930,3
6711,327930,2
6712,327930,1
6713,327940,3
6714,327940,2
6715,327940,1
6716,327950,3
6717,327950,1
6718,327960,3
6719,327960,2
6720,327960,1
6721,327980,3
6722,328000,3
6723,328000,2
6724,328000,1
6725,328070,3
6726,328070,2
6727,328070,1
6728,328080,3
6729,328100,3
6730,328100,2
6731,328100,1
6732,328220,3
6733,328220,2
6734,328220,1
6735,328270,3
6736,328270,2
6737,328270,1
6738,328310,3
6739,328310,2
6740,328310,1
6741,328430,3
6742,328440,3
6743,328440,2
6744,328440,1
6745,328450,3
6746,328460,3
6747,328470,3
6748,328500,3
6749,328510,3
6750,328510,2
6751,328550,3
6752,328550,2
6753,328550,1
6754,328590,3
6755,328590,2
6756,328590,1
6757,328600,3
6758,328640,3
6759,328650,3
6760,328670,3
6761,328680,3
6762,328710,3
6763,328710,2
6764,328740,3
6765,328740,2
6766,328760,3
6767,328780,3
6768,328830,3
6769,328830,2
6770,328880,3
6771,328890,3
6772,328890,2
6773,328900,3
6774,328920,3
6775,328930,3
6776,328930,1
6777,328940,3
6778,328940,1
6779,328990,3
6780,328990,2
6781,328990,1
6782,329000,3
6783,329020,3
6784,329040,3
6785,329040,2
6786,329050,3
6787,329050,2
6788,329050,1
6789,329070,3
6790,329110,3
6791,329130,3
6792,329190,3
6793,329190,2
6794,329190,1
6795,329200,3
6796,329200,2
6797,329200,1
6798,329240,3
6799,329280,3
6800,329280,2
6801,329310,3
6802,329310,2
6803,329310,1
6804,329320,3
6805,329320,2
6806,329340,3
6807,329340,2
6808,329340,1
6809,329380,3
6810,329430,3
6811,329440,3
6812,329460,3
6813,329480,3
6814,329480,2
6815,329480,1
6816,329490,3
6817,329490,1
6818,329610,3
6819,329620,3
6820,329620,2
6821,329630,3
6822,329630,2
6823,329630,1
6824,329640,3
6825,329640,2
6826,329640,1
6827,329650,3
6828,329650,2
6829,329650,1
6830,329660,3
6831,329660,2
6832,329660,1
6833,329670,3
6834,329670,2
6835,329670,1
6836,329680,3
6837,329680,2
6838,329680,1
6839,329690,3
6840,329690,2
6841,329690,1
6842,329770,3
6843,329830,3
6844,329830,2
6845,329830,1
6846,329860,3
6847,329890,3
6848,329890,2
6849,329890,1
6850,329970,3
6851,329980,3
6852,329980,2
6853,329980,1
6854,330100,3
6855,330180,3
6856,330180,2
6857,330180,1
6858,330270,3
6859,330270,2
6860,330270,1
6861,330350,3
6862,330350,2
6863,330350,1
6864,330370,3
6865,330370,2
6866,330370,1
6867,330390,3
6868,330420,3
6869,330450,3
6870,330450,2
6871,330450,1
6872,330460,3
6873,330460,2
6874,330470,3
6875,330470,2
6876,330470,1
6877,330500,3
6878,330520,3
6879,330570,3
6880,330580,3
6881,330580,2
6882,330580,1
6883,330590,3
6884,330620,3
6885,330660,3
6886,330670,3
6887,330670,2
6888,330680,3
6889,330680,2
6890,330680,1
6891,330720,3
6892,330770,3
6893,330820,3
6894,330830,3
6895,330830,2
6896,330830,1
6897,330880,3
6898,330880,2
6899,330990,3
6900,331120,3
6901,331120,2
6902,331120,1
6903,331160,3
6904,331190,3
6905,331200,3
6906,331200,2
6907,331210,3
6908,331210,2
6909,331210,1
6910,331220,3
6911,331220,2
6912,331220,1
6913,331290,3
6914,331290,2
6915,331290,1
6916,331340,3
6917,331360,3
6918,331360,2
6919,331360,1
6920,331390,3
6921,331400,3
6922,331400,2
6923,331400,1
6924,331440,3
6925,331450,3
6926,331450,2
6927,331460,3
6928,331470,3
6929,331470,2
6930,331470,1
6931,331480,3
6932,331480,2
6933,331480,1
6934,331500,3
6935,331500,2
6936,331500,1
6937,331510,3
6938,331570,3
6939,331570,2
6940,331580,3
6941,331600,3
6942,331650,3
6943,331670,3
6944,331690,3
6945,331690,2
6946,331690,1
6947,331720,3
6948,331720,2
6949,331720,1
6950,331750,3
6951,331750,2
6952,331750,1
6953,331760,3
6954,331790,3
6955,331790,2
6956,331790,1
6957,331870,3
6958,331880,3
6959,331880,2
6960,331880,1
6961,331910,3
6962,331920,3
6963,331970,3
6964,331970,2
6965,331970,1
6966,331980,3
6967,332070,3
6968,332070,2
6969,332150,3
6970,332150,2
6971,332200,3
6972,332250,3
6973,332250,2
6974,332250,1
6975,332260,3
6976,332260,2
6977,332270,3
6978,332310,3
6979,332310,2
6980,332310,1
6981,332330,3
6982,332360,3
6983,332370,3
6984,332370,2
6985,332370,1
6986,332380,3
6987,332390,3
6988,332400,3
6989,332410,3
6990,332480,3
6991,332490,3
6992,332500,3
6993,332500,2
6994,332530,3
6995,332540,3
6996,332540,2
6997,332540,1
6998,332570,3
6999,332570,2
7000,332580,3
7001,332580,2
7002,332580,1
7003,332610,3
7004,332610,2
7005,332620,3
7006,332620,1
7007,332630,3
7008,332630,2
7009,332630,1
7010,332650,3
7011,332650,2
7012,332700,3
7013,332700,2
7014,332700,1
7015,332710,3
7016,332730,3
7017,332760,3
7018,332780,3
7019,332780,2
7020,332780,1
7021,332790,3
7022,332800,3
7023,332810,3
7024,332830,3
7025,332880,3
7026,332880,1
7027,332950,3
7028,332950,2
7029,333100,3
7030,333120,3
7031,333130,3
7032,333210,3
7033,333220,3
7034,333250,3
7035,333260,3
7036,333260,2
7037,333260,1
7038,333290,3
7039,333300,3
7040,333300,2
7041,333300,1
7042,333330,3
7043,333330,2
7044,333330,1
7045,333340,3
7046,333340,2
7047,333340,1
7048,333350,3
7049,333350,2
7050,333350,1
7051,333380,3
7052,333380,2
7053,333390,3
7054,333420,3
7055,333420,2
7056,333420,1
7057,333430,3
7058,333430,1
7059,333490,3
7060,333510,3
7061,333510,2
7062,333540,3
7063,333540,2
7064,333540,1
7065,333580,3
7066,333580,2
7067,333580,1
7068,333600,3
7069,333600,2
7070,333600,1
7071,333640,3
7072,333650,3
7073,333650,2
7074,333650,1
7075,333660,3
7076,333730,3
7077,333730,2
7078,333760,3
7079,333760,1
7080,333870,3
7081,333880,3
7082,333930,3
7083,333930,2
7084,333930,1
7085,333950,3
7086,333970,3
7087,333980,3
7088,333980,2
7089,333980,1
7090,333990,3
7091,334030,3
7092,334030,2
7093,334040,3
7094,334070,3
7095,334100,3
7096,334100,2
7097,334120,3
7098,334120,2
7099,334140,3
7100,334140,2
7101,334140,1
7102,334190,3
7103,334210,3
7104,334230,3
7105,334260,3
7106,334260,2
7107,334270,3
7108,334270,2
7109,334270,1
7110,334280,3
7111,334280,2
7112,334280,1
7113,334300,3
7114,334300,2
7115,334300,1
7116,334410,3
7117,334410,2
7118,334410,1
7119,334420,3
7120,334470,3
7121,334470,2
7122,334470,1
7123,334480,3
7124,334490,3
7125,334540,3
7126,334560,3
7127,334620,3
7128,334620,2
7129,334620,1
7130,334690,3
7131,334690,2
7132,334690,1
7133,334710,3
7134,334830,3
7135,334840,3
7136,334850,3
7137,334850,2
7138,334850,1
7139,334920,3
7140,334940,3
7141,334960,3
7142,334980,3
7143,335000,3
7144,335010,3
7145,335010,2
7146,335050,3
7147,335070,3
7148,335090,3
7149,335100,3
7150,335100,2
7151,335100,1
7152,335120,3
7153,335120,2
7154,335150,3
7155,335150,2
7156,335150,1
7157,335190,3
7158,335200,3
7159,335210,3
7160,335220,3
7161,335220,2
7162,335220,1
7163,335240,3
7164,335300,3
7165,335300,2
7166,335310,3
7167,335320,3
7168,335330,3
7169,335420,3
7170,335430,3
7171,335440,3
7172,335450,3
7173,335460,3
7174,335460,2
7175,335460,1
7176,335550,3
7177,335550,2
7178,335550,1
7179,335560,3
7180,335570,3
7181,335570,2
7182,335620,3
7183,335660,3
7184,335660,2
7185,335660,1
7186,335670,3
7187,335670,2
7188,335670,1
7189,335690,3
7190,335690,2
7191,335690,1
7192,335700,3
7193,335700,2
7194,335700,1
7195,335770,3
7196,335790,3
7197,335820,3
7198,335820,2
7199,335830,3
7200,335840,3
7201,335840,2
7202,335840,1
7203,335850,3
7204,335890,3
7205,335890,2
7206,335890,1
7207,335900,3
7208,335920,3
7209,336010,3
7210,336020,3
7211,336030,3
7212,336040,3
7213,336040,2
7214,336040,1
7215,336060,3
7216,336080,3
7217,336090,3
7218,336110,3
7219,336110,1
7220,336130,3
7221,336140,3
7222,336150,3
7223,336150,2
7224,336160,3
7225,336200,3
7226,336200,2
7227,336200,1
7228,336210,3
7229,336220,3
7230,336230,3
7231,336240,3
7232,336240,2
7233,336280,3
7234,336280,2
7235,336280,1
7236,336300,3
7237,336380,3
7238,336380,2
7239,336380,1
7240,336420,3
7241,336420,2
7242,336420,1
7243,336440,3
7244,336520,3
7245,336520,2
7246,336520,1
7247,336530,3
7248,336530,2
7249,336530,1
7250,336610,3
7251,336630,3
7252,336670,3
7253,336680,3
7254,336700,3
7255,336700,2
7256,336710,3
7257,336710,2
7258,336710,1
7259,336730,3
7260,336730,2
7261,336730,1
7262,336760,3
7263,336760,2
7264,336760,1
7265,336770,3
7266,336780,3
7267,336840,3
7268,336930,3
7269,336930,2
7270,336940,3
7271,337000,3
7272,337000,2
7273,337000,1
7274,337040,3
7275,337040,2
7276,337040,1
7277,337070,3
7278,337070,2
7279,337070,1
7280,337130,3
7281,337150,3
7282,337150,2
7283,337180,3
7284,337180,2
7285,337180,1
7286,337210,3
7287,337220,3
7288,337220,2
7289,337270,3
7290,337280,3
7291,337280,2
7292,337280,1
7293,337290,3
7294,337290,2
7295,337290,1
7296,337320,3
7297,337340,3
7298,337340,2
7299,337340,1
7300,337350,3
7301,337350,2
7302,337350,1
7303,337360,3
7304,337360,2
7305,337410,3
7306,337420,3
7307,337450,3
7308,337480,3
7309,337490,3
7310,337630,3
7311,337630,2
7312,337650,3
7313,337650,2
7314,337650,1
7315,337670,3
7316,337680,3
7317,337700,3
7318,337700,2
7319,337720,3
7320,337720,1
7321,337730,3
7322,337760,3
7323,337820,3
7324,337850,3
7325,337850,2
7326,337850,1
7327,337880,3
7328,337880,2
7329,337890,3
7330,337930,3
7331,337930,2
7332,337930,1
7333,337940,3
7334,337940,2
7335,337950,3
7336,337960,3
7337,337970,3
7338,337970,2
7339,337970,1
7340,337980,3
7341,337980,2
7342,338030,3
7343,338040,3
7344,338040,2
7345,338050,3
7346,338060,3
7347,338060,2
7348,338060,1
7349,338070,3
7350,338080,3
7351,338090,3
7352,338100,3
7353,338110,3
7354,338120,3
7355,338120,2
7356,338130,3
7357,338130,1
7358,338140,3
7359,338140,2
7360,338170,3
7361,338180,3
7362,338180,2
7363,338190,3
7364,338260,3
7365,338290,3
7366,338290,2
7367,338300,3
7368,338300,2
7369,338300,1
7370,338310,3
7371,338320,3
7372,338320,2
7373,338320,1
7374,338330,3
7375,338330,2
7376,338330,1
7377,338350,3
7378,338350,2
7379,338390,3
7380,338390,2
7381,338530,3
7382,338540,3
7383,338550,3
7384,338590,3
7385,338630,3
7386,338760,3
7387,338800,3
7388,338810,3
7389,338830,3
7390,338830,2
7391,338830,1
7392,338890,3
7393,338890,2
7394,338960,3
7395,338980,3
7396,339000,3
7397,339000,2
7398,339040,3
7399,339090,3
7400,339110,3
7401,339110,2
7402,339110,1
7403,339120,3
7404,339120,2
7405,339130,3
7406,339130,2
7407,339160,3
7408,339160,2
7409,339190,3
7410,339190,2
7411,339190,1
7412,339200,3
7413,339200,2
7414,339200,1
7415,339210,3
7416,339210,2
7417,339230,3
7418,339230,2
7419,339240,3
7420,339250,3
7421,339280,3
7422,339280,2
7423,339280,1
7424,339290,3
7425,339290,2
7426,339290,1
7427,339320,3
7428,339340,3
7429,339340,2
7430,339350,3
7431,339400,3
7432,339400,2
7433,339400,1
7434,339440,3
7435,339440,2
7436,339470,3
7437,339470,2
7438,339470,1
7439,339500,3
7440,339510,3
7441,339560,3
7442,339560,2
7443,339560,1
7444,339570,3
7445,339570,2
7446,339570,1
7447,339580,3
7448,339580,2
7449,339580,1
7450,339590,3
7451,339600,3
7452,339600,2
7453,339610,3
7454,339610,2
7455,339690,3
7456,339700,3
7457,339710,3
7458,339720,3
7459,339720,1
7460,339790,3
7461,339800,3
7462,339820,3
7463,339820,2
7464,339820,1
7465,339840,3
7466,339850,3
7467,339910,3
7468,340000,3
7469,340030,3
7470,340030,2
7471,340050,3
7472,340050,1
7473,340070,3
7474,340120,3
7475,340120,2
7476,340120,1
7477,340130,3
7478,340140,3
7479,340150,3
7480,340150,2
7481,340150,1
7482,340170,3
7483,340170,2
7484,340170,1
7485,340190,3
7486,340200,3
7487,340210,3
7488,340220,3
7489,340250,3
7490,340250,1
7491,340270,3
7492,340280,3
7493,340280,2
7494,340290,3
7495,340290,2
7496,340290,1
7497,340300,3
7498,340310,3
7499,340310,2
7500,340310,1
7501,340320,3
7502,340320,2
7503,340320,1
7504,340330,3
7505,340330,2
7506,340340,3
7507,340340,2
7508,340340,1
7509,340350,3
7510,340360,3
7511,340360,2
7512,340360,1
7513,340370,3
7514,340370,2
7515,340370,1
7516,340380,3
7517,340380,2
7518,340400,3
7519,340410,3
7520,340440,3
7521,340450,3
7522,340460,3
7523,340460,2
7524,340460,1
7525,340470,3
7526,340470,2
7527,340470,1
7528,340480,3
7529,340480,2
7530,340480,1
7531,340490,3
7532,340500,3
7533,340520,3
7534,340540,3
7535,340540,2
7536,340540,1
7537,340560,3
7538,340570,3
7539,340580,3
7540,340600,3
7541,340630,3
7542,340630,2
7543,340630,1
7544,340680,3
7545,340680,2
7546,340680,1
7547,340700,3
7548,340700,2
7549,340700,1
7550,340720,3
7551,340720,2
7552,340720,1
7553,340730,3
7554,340730,2
7555,340750,3
7556,340750,2
7557,340750,1
7558,340770,3
7559,340770,2
7560,340770,1
7561,340800,3
7562,340800,2
7563,340810,3
7564,340810,2
7565,340810,1
7566,340830,3
7567,340840,3
7568,340840,1
7569,340860,3
7570,340880,3
7571,340920,3
7572,340920,1
7573,340950,3
7574,340950,1
7575,340960,3
7576,340960,2
7577,340990,3
7578,341000,3
7579,341010,3
7580,341010,2
7581,341020,3
7582,341030,3
7583,341030,2
7584,341040,3
7585,341040,2
7586,341060,3
7587,341060,2
7588,341070,3
7589,341080,3
7590,341090,3
7591,341120,3
7592,341120,2
7593,341120,1
7594,341150,3
7595,341150,2
7596,341160,3
7597,341160,2
7598,341160,1
7599,341260,3
7600,341270,3
7601,341270,2
7602,341290,3
7603,341310,3
7604,341310,2
7605,341310,1
7606,341360,3
7607,341380,3
7608,341380,2
7609,341380,1
7610,341390,3
7611,341440,3
7612,341440,1
7613,341460,3
7614,341470,3
7615,341490,3
7616,341490,2
7617,341500,3
7618,341510,3
7619,341530,3
7620,341540,3
7621,341540,1
7622,341550,3
7623,341570,3
7624,341640,3
7625,341660,3
7626,341660,2
7627,341680,3
7628,341680,2
7629,341690,3
7630,341700,3
7631,341700,2
7632,341700,1
7633,341710,3
7634,341720,3
7635,341720,2
7636,341720,1
7637,341730,3
7638,341730,2
7639,341730,1
7640,341750,3
7641,341750,2
7642,341760,3
7643,341760,2
7644,341760,1
7645,341770,3
7646,341770,2
7647,341780,3
7648,341800,3
7649,341820,3
7650,341820,2
7651,341820,1
7652,341860,3
7653,341860,2
7654,341860,1
7655,341870,3
7656,341870,2
7657,341870,1
7658,341890,3
7659,341910,3
7660,341930,3
7661,341940,3
7662,341940,2
7663,341940,1
7664,341950,3
7665,341950,1
7666,341980,3
7667,341980,2
7668,341980,1
7669,342020,3
7670,342090,3
7671,342090,2
7672,342100,3
7673,342130,3
7674,342130,2
7675,342150,3
7676,342180,3
7677,342190,3
7678,342200,3
7679,342230,3
7680,342240,3
7681,342250,3
7682,342260,3
7683,342300,3
7684,342300,2
7685,342310,3
7686,342310,2
7687,342350,3
7688,342350,2
7689,342350,1
7690,342360,3
7691,342380,3
7692,342450,3
7693,342450,2
7694,342450,1
7695,342480,3
7696,342480,2
7697,342480,1
7698,342490,3
7699,342490,2
7700,342490,1
7701,342500,3
7702,342500,2
7703,342500,1
7704,342510,3
7705,342520,3
7706,342530,3
7707,342540,3
7708,342540,2
7709,342540,1
7710,342550,3
7711,342550,1
7712,342560,3
7713,342570,3
7714,342570,2
7715,342570,1
7716,342580,3
7717,342610,3
7718,342610,2
7719,342610,1
7720,342620,3
7721,342620,2
7722,342620,1
7723,342630,3
7724,342630,2
7725,342640,3
7726,342640,2
7727,342650,3
7728,342660,3
7729,342740,3
7730,342740,2
7731,342740,1
7732,342860,3
7733,342870,3
7734,342890,3
7735,342910,3
7736,342910,2
7737,342920,3
7738,342940,3
7739,342970,3
7740,342970,2
7741,342970,1
7742,342980,3
7743,342990,3
7744,342990,2
7745,342990,1
7746,343000,3
7747,343020,3
7748,343070,3
7749,343090,3
7750,343100,3
7751,343100,2
7752,343120,3
7753,343140,3
7754,343140,2
7755,343140,1
7756,343150,3
7757,343170,3
7758,343180,3
7759,343180,2
7760,343250,3
7761,343250,2
7762,343250,1
7763,343270,3
7764,343280,3
7765,343280,2
7766,343280,1
7767,343320,3
7768,343320,2
7769,343320,1
7770,343340,3
7771,343340,2
7772,343340,1
7773,343360,3
7774,343370,3
7775,343370,2
7776,343390,3
7777,343390,2
7778,343390,1
7779,343410,3
7780,343410,2
7781,343430,3
7782,343430,2
7783,343430,1
7784,343440,3
7785,343560,3
7786,343560,2
7787,343560,1
7788,343570,3
7789,343630,3
7790,343690,3
7791,343710,3
7792,343710,1
7793,343740,3
7794,343750,3
7795,343750,2
7796,343750,1
7797,343770,3
7798,343770,2
7799,343800,3
7800,343800,2
7801,343800,1
7802,343810,3
7803,343810,2
7804,343820,3
7805,343820,2
7806,343830,3
7807,343830,2
7808,343840,3
7809,343840,2
7810,343860,3
7811,343930,3
7812,343930,2
7813,343930,1
7814,344030,3
7815,344030,2
7816,344040,3
7817,344100,3
7818,344130,3
7819,344130,2
7820,344130,1
7821,344160,3
7822,344190,3
7823,344220,3
7824,344230,3
7825,344230,2
7826,344240,3
7827,344260,3
7828,344260,2
7829,344260,1
7830,344270,3
7831,344300,3
7832,344340,3
7833,344410,3
7834,344440,3
7835,344480,3
7836,344500,3
7837,344630,3
7838,344630,2
7839,344630,1
7840,344740,3
7841,344760,3
7842,344760,2
7843,344760,1
7844,344770,3
7845,344800,3
7846,344800,2
7847,344800,1
7848,344810,3
7849,344820,3
7850,344840,3
7851,344850,3
7852,344850,2
7853,344850,1
7854,344860,3
7855,344860,2
7856,344860,1
7857,344880,3
7858,344880,2
7859,344890,3
7860,344890,2
7861,344890,1
7862,344900,3
7863,344910,3
7864,344960,3
7865,344960,2
7866,344960,1
7867,345010,3
7868,345020,3
7869,345030,3
7870,345030,2
7871,345060,3
7872,345080,3
7873,345090,3
7874,345120,3
7875,345120,2
7876,345130,3
7877,345140,3
7878,345180,3
7879,345180,2
7880,345180,1
7881,345200,3
7882,345200,2
7883,345200,1
7884,345220,3
7885,345220,2
7886,345230,3
7887,345230,2
7888,345240,3
7889,345260,3
7890,345280,3
7891,345290,3
7892,345330,3
7893,345340,3
7894,345350,3
7895,345350,1
7896,345390,3
7897,345430,3
7898,345440,3
7899,345460,3
7900,345460,2
7901,345460,1
7902,345480,3
7903,345480,2
7904,345540,3
7905,345540,2
7906,345540,1
7907,345580,3
7908,345610,3
7909,345620,3
7910,345630,3
7911,345640,3
7912,345650,3
7913,345650,2
7914,345650,1
7915,345660,3
7916,345660,2
7917,345660,1
7918,345690,3
7919,345700,3
7920,345700,2
7921,345700,1
7922,345710,3
7923,345710,2
7924,345710,1
7925,345750,3
7926,345820,3
7927,345820,2
7928,345820,1
7929,345860,3
7930,345920,3
7931,345920,1
7932,345990,3
7933,346010,3
7934,346010,2
7935,346040,3
7936,346040,2
7937,346040,1
7938,346060,3
7939,346060,2
7940,346060,1
7941,346080,3
7942,346090,3
7943,346090,2
7944,346090,1
7945,346110,3
7946,346110,2
7947,346110,1
7948,346120,3
7949,346120,2
7950,346120,1
7951,346130,3
7952,346140,3
7953,346140,2
7954,346140,1
7955,346150,3
7956,346160,3
7957,346160,1
7958,346180,3
7959,346200,3
7960,346200,2
7961,346210,3
7962,346210,2
7963,346210,1
7964,346240,3
7965,346250,3
7966,346300,3
7967,346300,2
7968,346330,3
7969,346330,2
7970,346340,3
7971,346340,2
7972,346340,1
7973,346420,3
7974,346430,3
7975,346430,2
7976,346430,1
7977,346440,3
7978,346440,2
7979,346440,1
7980,346450,3
7981,346450,2
7982,346460,3
7983,346470,3
7984,346470,2
7985,346470,1
7986,346490,3
7987,346490,2
7988,346500,3
7989,346550,3
7990,346560,3
7991,346610,3
7992,346610,2
7993,346610,1
7994,346630,3
7995,346650,3
7996,346670,3
7997,346730,3
7998,346730,2
7999,346750,3
8000,346760,3
8001,346770,3
8002,346780,3
8003,346800,3
8004,346810,3
8005,346830,3
8006,346830,2
8007,346850,3
8008,346900,3
8009,346920,3
8010,346920,2
8011,346920,1
8012,346940,3
8013,346950,3
8014,346950,2
8015,346950,1
8016,346970,3
8017,347000,3
8018,347000,2
8019,347000,1
8020,347030,3
8021,347030,2
8022,347030,1
8023,347040,3
8024,347040,2
8025,347050,3
8026,347050,2
8027,347060,3
8028,347080,3
8029,347160,3
8030,347170,3
8031,347170,2
8032,347170,1
8033,347230,3
8034,347240,3
8035,347240,2
8036,347240,1
8037,347250,3
8038,347250,2
8039,347250,1
8040,347260,3
8041,347260,1
8042,347270,3
8043,347270,2
8044,347270,1
8045,347280,3
8046,347280,1
8047,347290,3
8048,347290,2
8049,347290,1
8050,347330,3
8051,347330,1
8052,347400,3
