GameReviewsId,GameId,positiveRatings,negativeRatings
5189,358300,13,5
5190,358310,15,7
5191,358320,19,6
5192,358340,22,13
5193,358350,43,7
5194,358360,71,9
5195,358370,42,3
5196,358380,76,17
5197,358390,55,9
5198,358410,40,4
5199,358460,170,67
5200,358610,15,59
5201,358650,176,34
5202,358700,10,11
5203,358750,546,95
5204,358760,14,3
5205,358770,146,18
5206,358810,92,16
5207,358830,184,33
5208,358840,23,33
5209,358960,175,29
5210,359040,247,30
5211,359050,8258,423
5212,359060,34,47
5213,359070,9,9
5214,359090,25,12
5215,359100,547,116
5216,359140,361,16
5217,359160,8,37
5218,359190,138,78
5219,359220,181,88
5220,359230,571,250
5221,359250,47,20
5222,359260,15,9
5223,359280,48,24
5224,359300,2,6
5225,359310,2887,428
5226,359320,26143,11006
5227,359340,18,3
5228,359350,320,72
5229,359370,25,41
5230,359390,1803,125
5231,359400,258,17
5232,359420,21,1
5233,359440,78,32
5234,359450,14,7
5235,359550,251178,59620
5236,359560,132,39
5237,359580,260,167
5238,359600,277,167
5239,359620,27,10
5240,359630,29,11
5241,359650,68,5
5242,359670,9,5
5243,359800,1086,781
5244,359810,236,106
5245,359840,224,24
5246,359870,6334,723
5247,359900,387,281
5248,359920,175,39
5249,359940,139,62
5250,359960,142,62
5251,360010,62,10
5252,360030,16,8
5253,360040,14,14
5254,360150,632,509
5255,360170,5823,2471
5256,360380,575,292
5257,360390,51,38
5258,360400,1,2
5259,360430,13366,13650
5260,360450,138,32
5261,360510,202,261
5262,360530,19,0
5263,360550,144,20
5264,360580,22,24
5265,360590,16,97
5266,360600,13,7
5267,360620,692,106
5268,360640,1650,188
5269,360650,729,110
5270,360680,7,2
5271,360720,4,3
5272,360730,461,192
5273,360740,4486,149
5274,360750,22,20
5275,360830,2434,791
5276,360840,101,15
5277,360850,33,9
5278,360870,1071,222
5279,360880,23,26
5280,360890,116,201
5281,360940,5043,1370
5282,360970,185,93
5283,360990,5,1
5284,361020,37,10
5285,361040,248,16
5286,361100,14,1
5287,361110,3,2
5288,361130,29,19
5289,361160,9,1
5290,361190,288,171
5291,361200,46,43
5292,361230,165,23
5293,361250,1,3
5294,361280,3154,359
5295,361300,2562,422
5296,361320,57,21
5297,361330,16,25
5298,361350,61,10
5299,361360,108,17
5300,361370,1,12
5301,361380,100,33
5302,361420,28375,5246
5303,361430,21,14
5304,361550,940,367
5305,361560,10,34
5306,361600,63,81
5307,361620,30,45
5308,361630,1181,229
5309,361670,181,49
5310,361680,5,1
5311,361690,111,39
5312,361800,4433,2203
5313,361830,89,20
5314,361850,153,18
5315,361890,23,19
5316,361930,39,7
5317,361950,25,9
5318,361970,17,9
5319,361990,901,84
5320,362020,14,2
5321,362030,5,0
5322,362060,9,12
5323,362090,193,28
5324,362130,49,12
5325,362140,9,13
5326,362150,7,3
5327,362160,40,3
5328,362290,45,11
5329,362310,40,9
5330,362350,197,127
5331,362370,5,3
5332,362380,21,3
5333,362400,57,59
5334,362410,117,59
5335,362490,2804,806
5336,362610,116,142
5337,362620,2578,218
5338,362660,82,42
5339,362680,4896,192
5340,362740,23,7
5341,362780,50,24
5342,362790,14,0
5343,362810,217,42
5344,362830,21,33
5345,362860,78,19
5346,362890,14113,999
5347,362920,20,33
5348,362930,4262,598
5349,362940,31,0
5350,362960,6121,1001
5351,363050,27,1
5352,363060,16,0
5353,363070,14,1
5354,363090,50,13
5355,363110,33,16
5356,363130,734,370
5357,363150,2183,2520
5358,363180,19,8
5359,363200,4,3
5360,363220,12,5
5361,363240,55,16
5362,363270,37,24
5363,363330,398,55
5364,363360,607,209
5365,363410,162,48
5366,363430,25,42
5367,363440,1595,384
5368,363460,351,56
5369,363490,271,373
5370,363500,26,3
5371,363510,44,43
5372,363520,177,75
5373,363530,78,200
5374,363580,15,2
5375,363600,1022,362
5376,363610,79,209
5377,363620,472,214
5378,363650,28,24
5379,363660,4,29
5380,363670,18,13
5381,363680,3048,1435
5382,363790,397,107
5383,363840,3,4
5384,363890,2344,324
5385,363920,16,11
5386,363930,2889,595
5387,363940,33,43
5388,363950,147,18
5389,363960,27,49
5390,363970,42530,4734
5391,363980,236,39
5392,364000,6,3
5393,364050,907,251
5394,364060,23,9
5395,364100,17,7
5396,364130,14,7
5397,364190,17,4
5398,364200,62,13
5399,364230,252,12
5400,364250,27,4
5401,364260,5,1
5402,364300,224,116
5403,364350,23,19
5404,364360,29826,9878
5405,364370,8,8
5406,364380,75,39
5407,364390,522,37
5408,364420,2479,639
5409,364470,5365,2099
5410,364480,13,15
5411,364510,74,6
5412,364630,113,50
5413,364640,234,101
5414,364660,1,3
5415,364690,405,687
5416,364700,8,1
5417,364720,12,1
5418,364740,11,2
5419,364750,13,5
5420,364770,38,9
5421,364790,14,3
5422,364800,22,1
5423,364810,46,11
5424,364820,39,29
5425,364830,53,3
5426,364840,24,3
5427,364850,6,2
5428,364880,16,10
5429,364890,40,43
5430,364900,7,21
5431,364910,78,85
5432,364930,731,51
5433,364940,207,94
5434,364970,36,15
5435,365020,342,177
5436,365050,173,118
5437,365060,12,4
5438,365070,502,361
5439,365080,8,7
5440,365090,22,1
5441,365110,6,6
5442,365120,55,19
5443,365140,5,6
5444,365150,15,18
5445,365160,1339,271
5446,365190,181,38
5447,365200,5,10
5448,365210,68,9
5449,365240,9,6
5450,365260,58,15
5451,365270,37,24
5452,365280,29,25
5453,365290,1,0
5454,365300,7916,501
5455,365310,29,37
5456,365320,77,37
5457,365330,37,26
5458,365340,17,16
5459,365350,96,15
5460,365360,5181,709
5461,365400,1,6
5462,365420,15,31
5463,365430,7,4
5464,365440,31,14
5465,365450,13355,1052
5466,365460,1,9
5467,365480,45,26
5468,365500,30,4
5469,365510,15,1
5470,365560,72,36
5471,365580,49,3
5472,365590,49832,25607
5473,365620,20,25
5474,365660,338,65
5475,365680,45,20
5476,365730,7,0
5477,365750,9,21
5478,365760,39,13
5479,365770,453,124
5480,365800,51,30
5481,365810,525,211
5482,365850,32,10
5483,365860,47,11
5484,365870,81,9
5485,365880,70,35
5486,365890,123,51
5487,365900,209,24
5488,365930,3,7
5489,365960,1057,227
5490,365980,6,8
5491,366000,154,32
5492,366010,26,10
5493,366040,147,27
5494,366050,3,1
5495,366060,36,5
5496,366090,1783,313
5497,366100,5,1
5498,366180,50,27
5499,366210,43,9
5500,366220,1498,652
5501,366230,33,12
5502,366240,78,62
5503,366250,1169,128
5504,366260,216,36
5505,366270,58,15
5506,366280,92,27
5507,366290,87,64
5508,366320,1411,317
5509,366350,11,14
5510,366380,31,2
5511,366410,13,0
5512,366460,11,3
5513,366510,64,24
5514,366570,5,1
5515,366590,36,1
5516,366610,22,25
5517,366620,33,5
5518,366640,189,104
5519,366670,24,8
5520,366690,75,21
5521,366700,29,29
5522,366760,518,186
5523,366780,31,3
5524,366800,190,36
5525,366810,50,50
5526,366860,23,10
5527,366870,395,95
5528,366890,363,891
5529,366910,826,437
5530,366920,27,0
5531,366960,22,84
5532,366970,209,14
5533,366990,19,10
5534,367000,338,45
5535,367010,62,41
5536,367030,39,16
5537,367040,2,6
5538,367050,10,1
5539,367060,11,5
5540,367080,163,36
5541,367110,84,26
5542,367120,1685,285
5543,367140,40,3
5544,367220,0,5
5545,367240,21,36
5546,367260,25,6
5547,367270,1557,341
5548,367300,103,14
5549,367340,7,23
5550,367350,48,10
5551,367430,44,3
5552,367450,4112,520
5553,367500,12856,1688
5554,367520,40167,1927
5555,367550,34,16
5556,367570,792,74
5557,367580,6636,193
5558,367600,477,303
5559,367660,2,1
5560,367670,1603,149
5561,367700,17,62
5562,367710,44,39
5563,367780,55,35
5564,367800,7,4
5565,367820,9,2
5566,367990,5,18
5567,368000,68,21
5568,368050,86,24
5569,368070,2973,2465
5570,368080,155,76
5571,368140,49,10
5572,368150,18,4
5573,368160,161,8
5574,368180,158,34
5575,368220,53,35
5576,368230,9673,1227
5577,368250,23,6
5578,368290,44,25
5579,368310,9,3
5580,368340,6219,336
5581,368360,5528,1492
5582,368370,4850,543
5583,368390,680,32
5584,368430,461,164
5585,368450,116,87
5586,368470,26,24
5587,368500,7203,2391
5588,368570,313,15
5589,368590,372,186
5590,368600,44,1
5591,368610,317,47
5592,368620,519,83
5593,368640,256,65
5594,368650,563,44
5595,368680,81,4
5596,368690,7,7
5597,368700,15,3
5598,368710,51,23
5599,368720,106,82
5600,368730,1550,398
5601,368740,153,55
5602,368760,16,17
5603,368770,26,20
5604,368780,24,24
5605,368830,73,11
5606,368860,239,449
5607,368880,6,5
5608,368890,89,6
5609,368950,1601,118
5610,368970,17,8
5611,368980,46,43
5612,368990,671,1245
5613,369000,328,140
5614,369030,154,109
5615,369060,13,21
5616,369070,957,399
5617,369080,27,183
5618,369100,36,50
5619,369110,269,147
5620,369120,11,9
5621,369180,45,50
5622,369190,19,10
5623,369270,28,5
5624,369280,11,7
5625,369290,189,43
5626,369310,20,2
5627,369360,12,24
5628,369370,30,30
5629,369390,109,31
5630,369400,803,223
5631,369420,488,40
5632,369440,365,139
5633,369460,9,6
5634,369530,204,20
5635,369550,152,27
5636,369560,97,14
5637,369570,31,10
5638,369580,2512,353
5639,369640,33,16
5640,369700,40,2
5641,369830,86,5
5642,369860,7,3
5643,369890,135,50
5644,369990,3232,550
5645,370020,681,39
5646,370050,36,2
5647,370060,240,40
5648,370070,146,32
5649,370080,54,7
5650,370090,258,112
5651,370120,8,4
5652,370130,24,19
5653,370140,3,3
5654,370150,93,3
5655,370160,30,25
5656,370170,15,11
5657,370200,8,12
5658,370210,11,1
5659,370220,20,27
5660,370270,29,14
5661,370280,1360,85
5662,370300,64,11
5663,370310,33,57
5664,370350,94,35
5665,370360,2536,82
5666,370390,51,14
5667,370440,165,121
5668,370460,272,42
5669,370480,117,11
5670,370490,31,8
5671,370510,665,338
5672,370540,235,15
5673,370550,85,10
5674,370560,6,6
5675,370570,19,4
5676,370590,37,23
5677,370600,26,28
5678,370620,5,5
5679,370640,22,13
5680,370660,13,5
5681,370670,92,4
5682,370700,27,9
5683,370710,40,16
5684,370730,8,12
5685,370750,2,1
5686,370770,766,184
5687,370780,21,18
5688,370800,61,26
5689,370840,47,34
5690,370910,1188,86
5691,370920,88,14
5692,370940,49,4
5693,370970,1,2
5694,371000,23,22
5695,371010,102,51
5696,371100,139,27
5697,371120,61,38
5698,371140,88,21
5699,371180,498,53
5700,371190,86,16
5701,371200,1043,205
5702,371210,73,95
5703,371220,57,49
5704,371280,12,10
5705,371300,119,30
5706,371320,23,2
5707,371330,245,88
5708,371360,6,15
5709,371370,14,8
5710,371380,8,0
5711,371390,77,116
5712,371400,5,7
5713,371410,8,10
5714,371420,632,192
5715,371430,57,14
5716,371450,167,54
5717,371460,76,29
5718,371500,380,43
5719,371510,122,167
5720,371520,572,240
5721,371530,19,2
5722,371550,164,38
5723,371570,887,294
5724,371620,3,3
5725,371650,71,12
5726,371660,8428,2633
5727,371670,360,387
5728,371690,41,17
5729,371700,2,0
5730,371710,14,27
5731,371790,7,3
5732,371850,20,10
5733,371880,48,12
5734,371890,81,29
5735,371900,31,13
5736,371970,1244,151
5737,372000,9323,5897
5738,372030,34,2
5739,372080,31,5
5740,372150,9,25
5741,372160,11,13
5742,372190,22,25
5743,372210,291,48
5744,372250,26,6
5745,372330,48,23
5746,372340,3,3
5747,372350,87,11
5748,372360,1911,436
5749,372380,51,17
5750,372430,6,10
5751,372480,25,17
5752,372490,74,47
5753,372540,1099,514
5754,372560,4,1
5755,372570,3,4
5756,372670,6,10
5757,372690,167,35
5758,372720,12,8
5759,372740,19,50
5760,372750,74,113
5761,372770,4,2
5762,372780,32,26
5763,372800,1721,477
5764,372820,80,82
5765,372830,88,20
5766,372890,6,19
5767,372930,152,15
5768,372940,170,7
5769,372950,9,1
5770,372960,22,1
5771,372970,35,8
5772,373120,12,10
5773,373140,15,12
5774,373180,1997,216
5775,373240,123,47
5776,373290,39,34
5777,373330,523,686
5778,373360,91,47
5779,373390,1644,61
5780,373420,10601,1201
5781,373440,63,26
5782,373460,10,5
5783,373470,43,10
5784,373480,97,60
5785,373600,47,5
5786,373610,77,15
5787,373620,40,9
5788,373630,27,9
5789,373640,5,2
5790,373650,83,28
5791,373670,16,20
5792,373720,193,114
5793,373730,70,38
5794,373750,161,24
5795,373770,2637,94
5796,373800,8,20
5797,373810,9,23
5798,373820,4,9
5799,373860,39,35
5800,373870,26,16
5801,373880,9,18
5802,373920,132,112
5803,373930,2579,1107
5804,373970,270,24
5805,373990,135,54
5806,374010,31,13
5807,374030,1365,691
5808,374040,10837,2531
5809,374050,39,27
5810,374060,158,54
5811,374080,9,2
5812,374120,5,8
5813,374150,18,4
5814,374170,15,15
5815,374240,30,12
5816,374280,1201,1001
5817,374320,100412,9953
5818,374380,58,22
5819,374410,231,12
5820,374420,3,0
5821,374450,16,5
5822,374460,35,5
5823,374510,9,17
5824,374520,65,69
5825,374620,5,4
5826,374630,4,1
5827,374640,29,52
5828,374670,833,194
5829,374830,232,62
5830,374900,661,176
5831,374940,5,2
5832,374950,39,50
5833,374960,5,2
5834,374990,8,7
5835,375000,7,4
5836,375010,166,67
5837,375020,14,10
5838,375030,172,40
5839,375040,26,20
5840,375090,12,4
5841,375120,197,37
5842,375130,241,9
5843,375170,28,7
5844,375180,165,91
5845,375190,14,4
5846,375200,827,103
5847,375210,47,6
5848,375220,46,90
5849,375230,5439,5580
5850,375250,159,27
5851,375290,20,7
5852,375310,35,5
5853,375320,55,35
5854,375330,30,29
5855,375430,7,3
5856,375440,292,23
5857,375450,331,243
5858,375460,571,862
5859,375480,1209,76
5860,375500,59,36
5861,375510,614,872
5862,375520,139,36
5863,375530,1774,172
5864,375550,29,3
5865,375570,1,0
5866,375580,41,16
5867,375600,734,268
5868,375620,23,81
5869,375680,103,227
5870,375750,249,19
5871,375760,18,25
5872,375770,30,12
5873,375790,14,9
5874,375820,2200,155
5875,375840,210,33
5876,375850,48,44
5877,375870,7,0
5878,375900,742,441
5879,375910,2141,1245
5880,375930,33,6
5881,375950,5524,575
5882,376110,26,17
5883,376120,16,27
5884,376130,21,18
5885,376140,58,62
5886,376150,13,32
5887,376160,2,0
5888,376210,7107,3219
5889,376240,25,2
5890,376250,34,14
5891,376300,1900,153
5892,376310,195,357
5893,376350,3,3
5894,376410,24,14
5895,376450,33,18
5896,376480,14,7
5897,376490,8,4
5898,376520,372,48
5899,376560,85,16
5900,376680,92,37
5901,376730,38,54
5902,376750,20,17
5903,376760,23,7
5904,376770,23,2
5905,376780,11,8
5906,376790,15,7
5907,376870,6041,1948
5908,376880,49,21
5909,376920,158,51
5910,377060,191,87
5911,377070,24,6
5912,377080,304,22
5913,377100,6,1
5914,377120,54,24
5915,377140,359,280
5916,377160,110376,45377
5917,377190,35,7
5918,377200,11,2
5919,377250,17,1
5920,377260,196,100
5921,377280,17,6
5922,377290,132,126
5923,377310,166,127
5924,377320,16,3
5925,377330,622,82
5926,377360,123,65
5927,377430,315,33
5928,377450,88,2
5929,377460,115,10
5930,377470,89,51
5931,377480,104,46
5932,377500,30,4
5933,377520,118,37
5934,377530,2280,588
5935,377550,18,6
5936,377570,25,9
5937,377600,477,53
5938,377660,119,2
5939,377670,290,12
5940,377680,502,173
5941,377690,158,9
5942,377710,129,8
5943,377720,55,3
5944,377760,142,25
5945,377840,3875,325
5946,377860,790,20
5947,377870,375,65
5948,377880,145,23
5949,377890,6,3
5950,377900,520,169
5951,377940,13,3
5952,377970,146,64
5953,377980,36,34
5954,378030,42,5
5955,378070,38,12
5956,378080,57,15
5957,378090,13,4
5958,378100,264,308
5959,378110,134,28
5960,378240,3,0
5961,378260,64,21
5962,378270,251,124
5963,378300,155,16
5964,378350,12,2
5965,378360,332,75
5966,378370,2153,1502
5967,378390,1,5
5968,378420,5,58
5969,378450,1,3
5970,378480,62,80
5971,378510,5,11
5972,378530,31,5
5973,378540,3220,1113
5974,378570,19,10
5975,378580,73,42
5976,378610,4036,385
5977,378630,46,15
5978,378660,839,442
5979,378700,24,11
5980,378720,2533,264
5981,378750,99,5
5982,378770,81,4
5983,378790,13,1
5984,378800,209,117
5985,378810,35,11
5986,378830,29,14
5987,378850,60,10
5988,378860,4190,1747
5989,378930,77,35
5990,379210,455,84
5991,379260,6,5
5992,379290,64,66
5993,379320,74,18
5994,379340,7,5
5995,379380,3,7
5996,379390,12,2
5997,379420,108,18
5998,379430,30024,9307
5999,379520,32,4
6000,379530,96,31
6001,379600,62,24
6002,379610,43,5
6003,379640,210,16
6004,379720,68536,5156
6005,379760,46,5
6006,379870,43,48
6007,379960,134,76
6008,379980,1157,107
6009,379990,12,31
6010,380000,16,11
6011,380020,606,267
6012,380100,14,1
6013,380120,6,1
6014,380140,218,50
6015,380150,920,209
6016,380210,12,11
6017,380220,514,266
6018,380360,632,219
6019,380540,25,18
6020,380550,54,29
6021,380560,14,6
6022,380580,249,156
6023,380600,10585,3330
6024,380660,66,10
6025,380670,319,17
6026,380690,13,11
6027,380700,26,18
6028,380750,338,151
6029,380790,5,8
6030,380810,89,1
6031,380840,3104,415
6032,380860,21,5
6033,380920,46,6
6034,380950,15,4
6035,380990,22,18
6036,381000,0,1
6037,381010,44,24
6038,381020,614,51
6039,381050,47,19
6040,381100,231,43
6041,381120,1512,943
6042,381130,11,29
6043,381140,204,95
6044,381170,35,29
6045,381180,260,217
6046,381210,140721,44985
6047,381220,35,28
6048,381250,8,0
6049,381260,109,50
6050,381310,14,3
6051,381320,62,17
6052,381340,20,1
6053,381550,2,0
6054,381560,359,349
6055,381590,42,37
6056,381610,31,8
6057,381640,423,288
6058,381750,121,74
6059,381780,1092,108
6060,381800,19,19
6061,381850,21,10
6062,381870,101,14
6063,381880,72,11
6064,381890,57,2
6065,381900,81,19
6066,381910,20,5
6067,381940,949,227
6068,382000,334,14
6069,382050,550,72
6070,382070,65,17
6071,382080,135,133
6072,382090,170,40
6073,382110,723,316
6074,382120,425,213
6075,382130,30,13
6076,382140,999,371
6077,382160,24,68
6078,382180,40,19
6079,382250,22,18
6080,382260,287,24
6081,382270,14,1
6082,382300,291,223
6083,382310,1875,639
6084,382320,7,4
6085,382330,61,57
6086,382350,122,71
6087,382360,142,77
6088,382380,101,23
6089,382420,120,126
6090,382480,82,40
6091,382490,5715,352
6092,382570,79,76
6093,382880,16,25
6094,382890,489,198
6095,382900,884,259
6096,382920,56,14
6097,383010,13,2
6098,383020,7,6
6099,383080,11952,2209
6100,383100,42,2
6101,383120,11061,2777
6102,383150,3513,1415
6103,383180,788,401
6104,383190,14,0
6105,383230,1421,491
6106,383240,11,14
6107,383270,737,48
6108,383330,159,97
6109,383460,286,37
6110,383520,39,27
6111,383530,4,7
6112,383540,20,6
6113,383560,79,75
6114,383580,927,364
6115,383590,15,10
6116,383620,6,19
6117,383630,35,12
6118,383670,26,9
6119,383690,128,25
6120,383700,39,14
6121,383710,21,32
6122,383720,47,25
6123,383750,55,20
6124,383780,8,8
6125,383790,341,232
6126,383800,36,34
6127,383810,6,11
6128,383840,328,60
6129,383870,32886,5524
6130,383930,322,58
6131,383950,31,10
6132,383960,113,24
6133,383980,4814,686
6134,384000,230,79
6135,384010,25,11
6136,384030,258,174
6137,384040,11,2
6138,384080,151,102
6139,384090,96,44
6140,384100,32,7
6141,384110,843,150
6142,384120,31,16
6143,384180,1628,434
6144,384190,15634,1233
6145,384200,26,12
6146,384210,8,6
6147,384230,11,0
6148,384250,89,57
6149,384280,115,14
6150,384300,6208,2324
6151,384310,267,86
6152,384320,37,37
6153,384330,38,17
6154,384360,551,176
6155,384480,70,8
6156,384490,2516,1298
6157,384500,517,80
6158,384550,282,146
6159,384570,331,167
6160,384590,21,1
6161,384630,1241,66
6162,384660,9,0
6163,384680,445,34
6164,384690,76,1
6165,384700,25,5
6166,384740,544,237
6167,384750,137,146
6168,384840,35,33
6169,384880,1,3
6170,384890,20,3
6171,384900,0,2
6172,384910,15,4
6173,384920,15,32
6174,384940,19,4
6175,384950,17,8
6176,384960,122,24
6177,384970,1,3
6178,384980,501,188
6179,384990,66,16
6180,385030,16,2
6181,385060,35,4
6182,385070,199,83
6183,385080,54,160
6184,385100,29,0
6185,385130,54,10
6186,385150,57,14
6187,385220,59,35
6188,385230,55,16
6189,385240,715,159
6190,385250,361,5
6191,385260,118,69
6192,385270,843,378
6193,385310,34,27
6194,385330,441,38
6195,385350,14,5
6196,385360,57,41
6197,385370,2187,364
6198,385380,947,213
6199,385390,8,17
6200,385400,387,538
6201,385410,14,6
6202,385440,39,16
6203,385490,66,57
6204,385530,109,51
6205,385560,542,100
6206,385580,3,8
6207,385590,140,37
6208,385600,25,28
6209,385630,15,29
6210,385690,35,1
6211,385700,21,39
6212,385710,1237,259
6213,385730,1725,1026
6214,385760,4353,3893
6215,385770,3850,494
6216,385800,11781,765
6217,385810,3,4
6218,385830,263,337
6219,385840,11,2
6220,385850,5,0
6221,385860,35,14
6222,385900,13,13
6223,385940,5,5
6224,385950,13,20
6225,385960,2,16
6226,386050,75,16
6227,386070,5373,1375
6228,386080,150,32
6229,386090,18,6
6230,386100,17,5
6231,386140,36,21
6232,386160,58,23
6233,386180,12372,6196
6234,386200,25,3
6235,386260,839,148
6236,386280,130,125
6237,386290,54,19
6238,386330,3,15
6239,386340,74,21
6240,386360,34514,8895
6241,386390,6,0
6242,386400,67,19
6243,386420,130,30
6244,386480,1065,393
6245,386490,95,60
6246,386510,99,73
6247,386520,137,17
6248,386540,23,43
6249,386560,101,12
6250,386590,605,298
6251,386600,101,24
6252,386620,1368,194
6253,386630,4,4
6254,386640,131,98
6255,386650,77,56
6256,386690,199,57
6257,386700,107,43
6258,386710,11,11
6259,386740,23,4
6260,386750,39,15
6261,386770,112,38
6262,386840,35,6
6263,386870,64,41
6264,386880,2452,1079
6265,386900,111,8
6266,386930,45,53
6267,386940,7908,451
6268,386960,5,1
6269,386970,201,37
6270,386990,160,51
6271,387010,104,48
6272,387060,107,21
6273,387070,18,86
6274,387090,20,16
6275,387100,21,4
6276,387110,3,12
6277,387130,12,4
6278,387240,78,11
6279,387270,11,5
6280,387280,31,3
6281,387290,15886,627
6282,387340,2394,176
6283,387370,258,113
6284,387400,4,16
6285,387430,20,10
6286,387450,28,73
6287,387840,312,85
6288,387850,59,17
6289,387860,4014,931
6290,387870,95,23
6291,387880,18,12
6292,387890,0,7
6293,387930,184,139
6294,387970,449,505
6295,387990,15197,2777
6296,388010,4,3
6297,388050,58,39
6298,388060,360,218
6299,388090,6348,507
6300,388120,328,345
6301,388140,12,4
6302,388160,21,75
6303,388210,2404,73
6304,388260,26,5
6305,388270,23,8
6306,388300,22,39
6307,388320,632,195
6308,388340,292,88
6309,388360,51,23
6310,388370,102,42
6311,388390,22,93
6312,388410,5935,2063
6313,388420,254,31
6314,388430,58,18
6315,388440,17,19
6316,388450,108,5
6317,388490,177,146
6318,388500,6,17
6319,388540,6,1
6320,388550,16,15
6321,388600,12,2
6322,388620,281,53
6323,388660,10,13
6324,388680,21,13
6325,388720,44,10
6326,388730,43,4
6327,388750,2014,180
6328,388800,752,113
6329,388830,1,2
6330,388840,7,5
6331,388880,6551,477
6332,388900,89,29
6333,388910,27,2
6334,388960,25,17
6335,388970,133,22
6336,389010,4,4
6337,389050,127,33
6338,389140,688,24
6339,389160,64,56
6340,389170,858,79
6341,389190,57,20
6342,389220,147,68
6343,389230,3,3
6344,389250,93,6
6345,389260,60,9
6346,389270,127,40
6347,389310,48,23
6348,389330,1,4
6349,389400,99,24
6350,389430,3704,4187
6351,389460,35,78
6352,389470,25,4
6353,389510,1521,134
6354,389530,31,95
6355,389570,9463,2158
6356,389650,138,8
6357,389680,2,15
6358,389690,0,7
6359,389700,151,149
6360,389730,15372,3135
6361,389740,7,27
6362,389840,35,29
6363,389850,77,6
6364,389870,171,74
6365,389900,124,63
6366,389940,5,0
6367,389970,5,3
6368,389980,11,16
6369,390030,278,74
6370,390040,211,81
6371,390090,46,27
6372,390100,123,71
6373,390200,118,59
6374,390210,49,29
6375,390220,65,31
6376,390290,518,59
6377,390310,112,61
6378,390330,50,13
6379,390340,633,1663
6380,390460,13,11
6381,390510,22,37
6382,390520,1109,139
6383,390540,70,43
6384,390560,221,31
6385,390570,64,67
6386,390610,195,13
6387,390620,37,3
6388,390660,383,83
6389,390670,2845,1259
6390,390680,40,1
6391,390710,237,66
6392,390720,282,17
6393,390730,260,19
6394,390870,48,30
6395,390880,42,39
6396,390890,134,9
6397,390910,152,35
6398,390920,38,7
6399,390930,36,7
6400,390940,16,9
6401,390970,497,359
6402,391000,50,4
6403,391030,28,4
6404,391040,3237,612
6405,391070,383,600
6406,391100,10,5
6407,391120,24,27
6408,391140,59,4
6409,391160,145,41
6410,391170,276,35
6411,391180,34,11
6412,391190,3,0
6413,391210,25,5
6414,391220,49004,3838
6415,391250,84,13
6416,391260,771,290
6417,391270,2377,633
6418,391280,140,57
6419,391290,5,2
6420,391300,52,32
6421,391310,121,52
6422,391340,40,56
6423,391380,3,1
6424,391390,31,2
6425,391400,1,2
6426,391410,3,6
6427,391420,491,181
6428,391440,23,16
6429,391460,8983,6166
6430,391490,192,24
6431,391510,16,1
6432,391520,76,50
6433,391540,97832,4496
6434,391550,13,9
6435,391560,42,38
6436,391580,175,44
6437,391590,19,16
6438,391600,91,38
6439,391630,19,15
6440,391640,21,9
6441,391650,15,2
6442,391660,79,38
6443,391720,14551,1682
6444,391730,1711,267
6445,391740,180,231
6446,391780,247,228
6447,391820,24,28
6448,391910,3,2
6449,391960,14,4
6450,392000,233,56
6451,392020,152,14
6452,392030,68,4
6453,392040,131,61
6454,392070,130,23
6455,392080,177,52
6456,392100,4,0
6457,392110,8161,1986
6458,392120,12,13
6459,392160,3557,1714
6460,392190,70,25
6461,392260,139,39
6462,392280,155,92
6463,392290,1,0
6464,392330,24,3
6465,392370,8,2
6466,392410,203,88
6467,392450,472,67
6468,392470,380,77
6469,392580,438,149
6470,392600,23,1
6471,392610,62,3
6472,392620,14,3
6473,392680,28,10
6474,392690,15,3
6475,392720,11,1
6476,392730,7,3
6477,392780,20,7
6478,392820,137,140
6479,392890,2,13
6480,392920,59,13
6481,392930,23,22
6482,392940,108,22
6483,392950,3799,434
6484,392970,171,16
6485,393080,1148,1112
6486,393150,53,21
6487,393170,25,1
6488,393190,509,8
6489,393200,511,96
6490,393220,40,5
6491,393240,15,10
6492,393290,4,17
6493,393350,25,5
6494,393380,23539,6008
6495,393390,43,53
6496,393410,654,436
6497,393420,15574,5362
6498,393430,822,162
6499,393460,37,29
6500,393520,1158,139
6501,393530,1475,751
6502,393540,4,2
6503,393550,18,7
6504,393600,16,5
6505,393610,111,28
6506,393660,35,23
6507,393750,117,64
6508,393770,3,5
6509,393790,79,35
6510,393820,21,31
6511,393860,17,9
6512,393920,84,83
6513,393930,286,153
6514,393950,10,14
6515,393980,463,137
6516,394010,2,6
6517,394030,19,0
6518,394120,152,226
6519,394130,131,9
6520,394140,87,19
6521,394160,250,48
6522,394220,116,26
6523,394230,5692,3494
6524,394260,31,12
6525,394270,10,2
6526,394280,121,85
6527,394290,78,7
6528,394310,6071,1669
6529,394360,34711,5251
6530,394390,17,2
6531,394430,40,2
6532,394450,365,200
6533,394480,21,17
6534,394490,16,37
6535,394510,13065,1222
6536,394540,342,101
6537,394550,72,8
6538,394600,149,54
6539,394680,243,29
6540,394690,5275,968
6541,394700,267,48
6542,394720,9,11
6543,394760,1102,415
6544,394770,14,21
6545,394840,19,32
6546,394850,94,23
6547,394870,578,224
6548,394950,16,0
6549,394970,2376,117
6550,394990,3,6
6551,395100,12,1
6552,395140,76,8
6553,395160,342,138
6554,395170,6830,451
6555,395190,9,0
6556,395200,1095,329
6557,395250,21,14
6558,395270,171,59
6559,395300,2,2
6560,395350,187,108
